LABELS
SEPARATOR COMMA

DATA
NC_021317,NC_021317_Jerseyvirus L13
NC_047835,NC_047835_Tequintavirus OSYSP
NC_048009,NC_048009_Tequintavirus S131
NC_048786,NC_048786_Tequintavirus SE11
NC_028754,NC_028754_Tequintavirus shivani
NC_031022,NC_031022_Tequintavirus SHSML45
NC_028840,NC_028840_Tequintavirus slur09
NC_047859,NC_047859_Tequintavirus SP01
NC_048001,NC_048001_Tequintavirus SP3
NC_048627,NC_048627_Tequintavirus SP15
NC_015269,NC_015269_Tequintavirus SPC35
NC_047881,NC_047881_Tequintavirus SSP1
NC_005859,NC_005859_Tequintavirus T5
NC_048795,NC_048795_Tequintavirus Th1
NC_048818,NC_048818_Tequintavirus VEc33
NC_048794,NC_048794_Tequintavirus VSe12
NC_047887,NC_047887_Hongcheonvirus DUPPV
NC_018837,NC_018837_Myunavirus My1
NC_042090,NC_042090_Novosibvirus PM135
NC_048086,NC_048086_Novosibvirus stubb
NC_048041,NC_048041_Pogseptimavirus PG07
NC_048151,NC_048151_Pogseptimavirus VspSw1
NC_041913,NC_041913_Priunavirus PR1
NC_055910,NC_055910_Priunavirus PSTCR5
NC_047949,NC_047949_Shenzhenvirus AhSzq1
NC_047950,NC_047950_Shenzhenvirus AhSzw1
NC_041899,NC_041899_Sugarlandvirus IME260
NC_042093,NC_042093_Sugarlandvirus sugarland
NC_048208,NC_048208_Christensenvirus IME542
NC_019404,NC_019404_Guelphvirus ACGM12
NC_047893,NC_047893_Loudonvirus DTL
NC_047812,NC_047812_Loudonvirus EC3a
NC_047810,NC_047810_Rtpvirus IME253
NC_007603,NC_007603_Rtpvirus Rtp
NC_049813,NC_049813_Veterinaerplatzvirus vv12210I
NC_047848,NC_047848_Eastlansingvirus Sf12
NC_023743,NC_023743_Lindendrivevirus EB49
NC_024793,NC_024793_Rogunavirus AHP42
NC_024784,NC_024784_Rogunavirus AHS24
NC_024789,NC_024789_Rogunavirus AKS96
NC_042046,NC_042046_Rogunavirus C119
NC_024210,NC_024210_Rogunavirus E41c
NC_007291,NC_007291_Rogunavirus Jk06
NC_047740,NC_047740_Rogunavirus JLA23
NC_042038,NC_042038_Rogunavirus KP26
NC_019718,NC_019718_Rogunavirus rogue1
NC_047847,NC_047847_Wilsonroadvirus Sd1
NC_054892,NC_054892_Baihuvirus PHB17
NC_054893,NC_054893_Changchunvirus W011D
NC_049829,NC_049829_Hanrivervirus aalborv
NC_049826,NC_049826_Hanrivervirus aaroes
NC_049827,NC_049827_Hanrivervirus damhaus
NC_049852,NC_049852_Hanrivervirus egaa
NC_049822,NC_049822_Hanrivervirus G292
NC_049825,NC_049825_Hanrivervirus grams
NC_049828,NC_049828_Hanrivervirus haarsle
NC_049853,NC_049853_Hanrivervirus henu8
NC_049823,NC_049823_Hanrivervirus herni
NC_049830,NC_049830_Hanrivervirus PGN590
NC_021331,NC_021331_Hanrivervirus pSf1
NC_049821,NC_049821_Hanrivervirus slyngel
NC_049824,NC_049824_Hanrivervirus vojen
NC_054894,NC_054894_Henuseptimavirus henu7
NC_047823,NC_047823_Tlsvirus DK2017
NC_047985,NC_047985_Tlsvirus LL5
NC_047947,NC_047947_Tlsvirus PHB07
NC_031026,NC_031026_Tlsvirus phSE2
NC_048065,NC_048065_Tlsvirus sazh
NC_042066,NC_042066_Tlsvirus SP126
NC_027350,NC_027350_Tlsvirus stevie
NC_009540,NC_009540_Tlsvirus TLS
NC_047898,NC_047898_Tlsvirus YSP2
NC_049819,NC_049819_Warwickvirus atuna
NC_049814,NC_049814_Warwickvirus JK16
NC_048206,NC_048206_Warwickvirus mar001J1
NC_047938,NC_047938_Warwickvirus SECphi27
NC_054895,NC_054895_Warwickvirus SLUR29
NC_048202,NC_048202_Warwickvirus swan01
NC_054896,NC_054896_Warwickvirus tiwna
NC_049818,NC_049818_Warwickvirus tonijn
NC_049815,NC_049815_Warwickvirus tonn
NC_049817,NC_049817_Warwickvirus tonnikala
NC_049816,NC_049816_Warwickvirus tunus
NC_048132,NC_048132_Warwickvirus wv95
NC_047960,NC_047960_Badaguanvirus IME347
NC_042043,NC_042043_Sertoctavirus SRT8
NC_019725,NC_019725_Tunavirus ADB2
NC_047996,NC_047996_Tunavirus BIFF
NC_049832,NC_049832_Tunavirus DELF2
NC_047959,NC_047959_Tunavirus IME18
NC_047863,NC_047863_Tunavirus ISF001
NC_041995,NC_041995_Tunavirus ISF002
NC_041874,NC_041874_Tunavirus JMPW1
NC_041873,NC_041873_Tunavirus JMPW2
NC_026010,NC_026010_Tunavirus PSf2
NC_047998,NC_047998_Tunavirus Sfin1
NC_049831,NC_049831_Tunavirus Sfin3
NC_047828,NC_047828_Tunavirus SH2
NC_047785,NC_047785_Tunavirus SH6
NC_015456,NC_015456_Tunavirus Shfl1
NC_005833,NC_005833_Tunavirus T1
NC_042122,NC_042122_Eclunavirus EcL1
NC_048088,NC_048088_Kyungwonvirus CS01
NC_019509,NC_019509_Kyungwonvirus Esp29491
NC_047820,NC_047820_Nouzillyvirus ESCO41
NC_048137,NC_048137_Sauletekiovirus AAS23
NC_031050,NC_031050_Vilniusvirus NBD2
NC_049837,NC_049837_Webervirus alina
NC_049836,NC_049836_Webervirus call
NC_049835,NC_049835_Webervirus domnhall
NC_043469,NC_043469_Webervirus F20
NC_049840,NC_049840_Webervirus FZ10
NC_048162,NC_048162_Webervirus GHK3
NC_049834,NC_049834_Webervirus IMGroot
NC_049843,NC_049843_Webervirus JY917
NC_049838,NC_049838_Webervirus KL
NC_028760,NC_028760_Webervirus KLPN1
NC_049842,NC_049842_Webervirus KLPPOU149
NC_047825,NC_047825_Webervirus KOX1
NC_029099,NC_029099_Webervirus KP36
NC_049848,NC_049848_Webervirus KP1801
NC_047907,NC_047907_Webervirus KpCol1
NC_048143,NC_048143_Webervirus KpKT21phi1
NC_049845,NC_049845_Webervirus KpNIH2
NC_047784,NC_047784_Webervirus KpV522
NC_047850,NC_047850_Webervirus mezzogao
NC_047841,NC_047841_Webervirus N141
NC_048024,NC_048024_Webervirus NJS1
NC_031053,NC_031053_Webervirus PKP126
NC_049833,NC_049833_Webervirus segescirculi
NC_049846,NC_049846_Webervirus shelby
NC_049847,NC_049847_Webervirus sin4
NC_049841,NC_049841_Webervirus skenny
NC_028774,NC_028774_Webervirus sushi
NC_049839,NC_049839_Webervirus sweeny
NC_048042,NC_048042_Webervirus TAH8
NC_048126,NC_048126_Webervirus TSK1
NC_049844,NC_049844_Webervirus wv13
NC_028786,NC_028786_Webervirus wv1513
NC_048834,NC_048834_Labanvirus laban
NC_031911,NC_031911_Unahavirus uv1H
NC_041859,NC_041859_Unahavirus uv23T
NC_031926,NC_031926_Unahavirus uv2A
NC_021867,NC_021867_Unahavirus uv6H
NC_074641,NC_074641_Deepoceanvirus guaymasense
NC_007807,NC_007807_Jamesmcgillvirus jv119X
NC_055711,NC_055711_Jamesmcgillvirus PaMx41
NC_019402,NC_019402_Crifsvirus GAP52
NC_015938,NC_015938_Moazamivirus 711
NC_048861,NC_048861_Privateervirus privateer
NC_048664,NC_048664_Privateervirus pv009
NC_048629,NC_048629_Capvunavirus CpV1
NC_048738,NC_048738_Gregsiragusavirus CPD2
NC_048661,NC_048661_Gregsiragusavirus CPS1
NC_019523,NC_019523_Gregsiragusavirus phi24R
NC_017980,NC_017980_Brucesealvirus CP7R
NC_048707,NC_048707_Brucesealvirus CPS2
NC_018083,NC_018083_Brucesealvirus CPV4
NC_018084,NC_018084_Brucesealvirus ZP2
NC_048712,NC_048712_Susfortunavirus susfortuna
NC_020081,NC_020081_Agatevirus agate
NC_024792,NC_024792_Agatevirus bobb
NC_029121,NC_029121_Agatevirus Bp8pC
NC_047744,NC_047744_Agatevirus Bp8pC
NC_018856,NC_018856_Bastillevirus bastille
NC_024216,NC_024216_Bastillevirus CAM003
NC_024207,NC_024207_Bastillevirus evoli
NC_024205,NC_024205_Bastillevirus hoodyT
NC_028887,NC_028887_Bequatrovirus avesobmore
NC_018863,NC_018863_Bequatrovirus B4
NC_047736,NC_047736_Bequatrovirus B4
NC_022769,NC_022769_Bequatrovirus bigbertha
NC_024788,NC_024788_Bequatrovirus riley
NC_022763,NC_022763_Bequatrovirus spock
NC_022088,NC_022088_Bequatrovirus troll
NC_020873,NC_020873_Caeruleovirus Bc431
NC_024137,NC_024137_Caeruleovirus Bcp1
NC_027355,NC_027355_Caeruleovirus BCP82
NC_042140,NC_042140_Caeruleovirus BM15
NC_031056,NC_031056_Caeruleovirus deepblue
NC_027352,NC_027352_Caeruleovirus JBP901
NC_030920,NC_030920_Eldridgevirus eldridge
NC_048797,NC_048797_Goettingenvirus goe8
NC_048652,NC_048652_Grisebachstrassevirus goe3
NC_048726,NC_048726_Jeonjuvirus BSP38
NC_027366,NC_027366_Matervirus mater
NC_027374,NC_027374_Moonbeamvirus moonbeam
NC_022771,NC_022771_Nitunavirus grass
NC_021856,NC_021856_Nitunavirus NIT1
NC_030925,NC_030925_Shalavirus Shbh1
NC_042133,NC_042133_Siophivirus SIOphi
NC_018860,NC_018860_Tsarbombavirus BCP78
NC_047735,NC_047735_Tsarbombavirus BCP78
NC_028890,NC_028890_Tsarbombavirus tsarbomba
NC_018857,NC_018857_Wphvirus BPS13
NC_023501,NC_023501_Wphvirus BPS10C
NC_024213,NC_024213_Wphvirus hakuna
NC_024211,NC_024211_Wphvirus megatron
NC_028944,NC_028944_Wphvirus megatron
NC_016563,NC_016563_Wphvirus WPh
NC_009904,NC_009904_Kochikohdavirus EF24C
NC_047853,NC_047853_Kochikohdavirus EF24CP2
NC_029026,NC_029026_Kochikohdavirus EFLK1
NC_029009,NC_029009_Schiekvirus EFDG1
NC_047796,NC_047796_Schiekvirus EFP01
NC_048087,NC_048087_Schiekvirus EfV12
NC_009811,NC_009811_Pecentumvirus A511
NC_020871,NC_020871_Pecentumvirus AG20
NC_024364,NC_024364_Pecentumvirus list36
NC_024360,NC_024360_Pecentumvirus LMSP25
NC_047871,NC_047871_Pecentumvirus LMSP25
NC_047872,NC_047872_Pecentumvirus LMSP25
NC_042048,NC_042048_Pecentumvirus LMTA34
NC_024787,NC_024787_Pecentumvirus LMTA148
NC_024359,NC_024359_Pecentumvirus LP048
NC_041862,NC_041862_Pecentumvirus LP064
NC_047745,NC_047745_Pecentumvirus LP064
NC_024383,NC_024383_Pecentumvirus LP0832
NC_021781,NC_021781_Pecentumvirus LP0832
NC_007610,NC_007610_Pecentumvirus P100
NC_022761,NC_022761_Okubovirus camphawk
NC_011421,NC_011421_Okubovirus SPO1
NC_025423,NC_025423_Siminovitchvirus CP51
NC_028982,NC_028982_Siminovitchvirus JL
NC_028983,NC_028983_Siminovitchvirus shanette
NC_047945,NC_047945_Baoshanvirus BS1
NC_047948,NC_047948_Baoshanvirus BS2
NC_007066,NC_007066_Kayvirus G1
NC_047724,NC_047724_Kayvirus G1
NC_047723,NC_047723_Kayvirus G1
NC_047728,NC_047728_Kayvirus G1
NC_047725,NC_047725_Kayvirus G1
NC_047729,NC_047729_Kayvirus G1
NC_047730,NC_047730_Kayvirus G1
NC_047731,NC_047731_Kayvirus G1
NC_047732,NC_047732_Kayvirus G1
NC_047720,NC_047720_Kayvirus G1
NC_047726,NC_047726_Kayvirus G1
NC_047727,NC_047727_Kayvirus G1
NC_047721,NC_047721_Kayvirus G1
NC_047722,NC_047722_Kayvirus G1
NC_025417,NC_025417_Kayvirus G1
NC_019448,NC_019448_Kayvirus G15
NC_019726,NC_019726_Kayvirus JD7
NC_005880,NC_005880_Kayvirus kay
NC_025416,NC_025416_Kayvirus MCE2014
NC_025426,NC_025426_Kayvirus P108
NC_028765,NC_028765_Kayvirus rodi
NC_022920,NC_022920_Kayvirus S253
NC_022918,NC_022918_Kayvirus S254
NC_023573,NC_023573_Kayvirus SA12
NC_023009,NC_023009_Kayvirus Sb1
NC_047767,NC_047767_Sciuriunavirus SscM1
NC_028962,NC_028962_Sepunavirus IPLAC1C
NC_041928,NC_041928_Sepunavirus SEP1
NC_022090,NC_022090_Silviavirus remus
NC_020877,NC_020877_Silviavirus remus
NC_019511,NC_019511_Silviavirus SA11
NC_030933,NC_030933_Silviavirus stau2
NC_007021,NC_007021_Twortvirus twort
NC_048677,NC_048677_Elpedvirus LpeD
NC_047924,NC_047924_Harbinvirus bacchae
NC_048085,NC_048085_Harbinvirus bromius
NC_048084,NC_048084_Harbinvirus iacchus
NC_048134,NC_048134_Harbinvirus Lpa804
NC_047926,NC_047926_Harbinvirus semele
NC_029058,NC_029058_Hopescreekvirus LfeInf
NC_015253,NC_015253_Klumppvirus A9
NC_012530,NC_012530_Mooreparkvirus Lb3381
NC_006565,NC_006565_Salchichonvirus LP65
NC_048754,NC_048754_Tybeckvirus SAC12B
NC_048752,NC_048752_Tybeckvirus tv521B
NC_048753,NC_048753_Watanabevirus wv3521
NC_023584,NC_023584_Acionnavirus monteraybay
NC_015281,NC_015281_Ahtivirus sagseatwo
NC_055710,NC_055710_Alisovirus socal22
NC_020837,NC_020837_Anaposvirus socalone
NC_047712,NC_047712_Atlauavirus acg2014f
NC_047714,NC_047714_Atlauavirus caeruleum
NC_047713,NC_047713_Atlauavirus tusconc8
NC_047838,NC_047838_Bellamyvirus bellamy
NC_031235,NC_031235_Bristolvirus rhodeisland
NC_047715,NC_047715_Brizovirus rhodeisland01
NC_047716,NC_047716_Brizovirus rhodeisland06
NC_015285,NC_015285_Brizovirus syn33
NC_027132,NC_027132_Chalconvirus acg2014i
NC_031906,NC_031906_Charybdisvirus scam3
NC_031935,NC_031935_Cymopoleiavirus swam2
NC_021071,NC_021071_Emcearvirus gerard
NC_019443,NC_019443_Galenevirus mbcm1
NC_013085,NC_013085_Gibbetvirus rsm4
NC_015289,NC_015289_Glaucusvirus ssm5
NC_020875,NC_020875_Greenvirus ssm4
NC_028955,NC_028955_Haifavirus tim68
NC_031922,NC_031922_Kanaloavirus scam9
NC_048102,NC_048102_Leucotheavirus sp4
NC_021072,NC_021072_Leucotheavirus syn30
NC_028663,NC_028663_Libanvirus ptim40
NC_015287,NC_015287_Lipsvirus ssm7
NC_026924,NC_026924_Macariavirus tuscon14g
NC_055761,NC_055761_Makelovirus prm1
NC_031927,NC_031927_Mazuvirus scam7
NC_019444,NC_019444_Namakavirus smbcm6
NC_047733,NC_047733_Neptunevirus srim18
NC_031242,NC_031242_Neptunevirus srim50
NC_047719,NC_047719_Nereusvirus tusconc4
NC_047718,NC_047718_Nereusvirus tusconc61
NC_021530,NC_021530_Neritesvirus scam8
NC_020859,NC_020859_Nerrivikvirus srim2
NC_015279,NC_015279_Nilusvirus ssm2
NC_006820,NC_006820_Nodensvirus spm2
NC_008296,NC_008296_Ormenosvirus syn9
NC_015290,NC_015290_Palaemonvirus pssm7
NC_015286,NC_015286_Pontusvirus syn19
NC_031900,NC_031900_Potamoivirus cam4
NC_021559,NC_021559_Ronodorvirus pssm3
NC_006884,NC_006884_Ronodorvirus ssm4
NC_006883,NC_006883_Salacisavirus pssm2
NC_023587,NC_023587_Sedonavirus tusconh
NC_055744,NC_055744_Shandvirus sb64
NC_055719,NC_055719_Shandvirus sh35
NC_031944,NC_031944_Sokavirus swam1
NC_048049,NC_048049_Tamkungvirus ST4
NC_021536,NC_021536_Tefnutvirus siom18
NC_048015,NC_048015_Thaumasvirus stim4
NC_015282,NC_015282_Thetisvirus ssm1
NC_047734,NC_047734_Vellamovirus rhodeisland44
NC_015288,NC_015288_Vellamovirus syn1
NC_021322,NC_021322_Clampvirus italiense
NC_001825,NC_001825_Cepunavirus Cp1
NC_042114,NC_042114_Cepunavirus Cp7
NC_052965,NC_052965_Abidjanvirus ZC01
NC_026594,NC_026594_Pseudomonas virus Ab18
NC_042115,NC_042115_Pseudomonas virus Ab19
NC_028770,NC_028770_Pseudomonas virus PaMx11
NC_052967,NC_052967_Bosavirus bosa
NC_028809,NC_028809_Cinvestavvirus PaMx74
NC_052964,NC_052964_Epaquintavirus Epa5
NC_028931,NC_028931_Pamexvirus PaMx28
NC_052966,NC_052966_Xooduovirus Xoosp2
NC_047879,NC_047879_Bordetella virus CN1
NC_047877,NC_047877_Bordetella virus CN2
NC_047878,NC_047878_Bordetella virus FP1
NC_047876,NC_047876_Bordetella virus MW2
NC_041934,NC_041934_Pseudomonas virus LKO4
NC_007809,NC_007809_Pseudomonas virus M6
NC_018282,NC_018282_Pseudomonas virus MP1412
NC_028980,NC_028980_Pseudomonas virus PAE1
NC_010116,NC_010116_Pseudomonas virus Yua
NC_006938,NC_006938_Keylargovirus JL001
NC_055826,NC_055826_Noahvirus arc
NC_052940,NC_052940_Bonaevitae bonaevitae
NC_052941,NC_052941_Efkovirus efeko
NC_052933,NC_052933_Paopuvirus azizam
NC_052934,NC_052934_Paopuvirus bri160
NC_052935,NC_052935_Paopuvirus kaijohn
NC_052936,NC_052936_Paopuvirus nobel
NC_052937,NC_052937_Paopuvirus noelani
NC_052932,NC_052932_Paopuvirus paopu
NC_052938,NC_052938_Paopuvirus poranda
NC_052939,NC_052939_Paopuvirus quaker
NC_054431,NC_054431_Paopuvirus Scamander
NC_021792,NC_021792_Bacelvirus phi46tres
NC_021803,NC_021803_Baltivirus phi13duo
NC_021794,NC_021794_Baltivirus phi18tres
NC_021789,NC_021789_Baltivirus phi19tres
NC_047752,NC_047752_Aptresvirus AP3
NC_055863,NC_055863_Aptresvirus mana
NC_009382,NC_009382_Aresaunavirus RSA1
NC_049432,NC_049432_Aresaunavirus RsoM1USA
NC_025115,NC_025115_Arsyunavirus RSY1
NC_047750,NC_047750_Baylorvirus bv1127AP1
NC_008201,NC_008201_Baylorvirus PHL101
NC_009542,NC_009542_Bielevirus phiO18P
NC_055729,NC_055729_Bracchivirus U2F1
NC_048066,NC_048066_Canoevirus canoe
NC_047790,NC_047790_Catalunyavirus C5a
NC_055793,NC_055793_Citexvirus BR319A
NC_048109,NC_048109_Citexvirus dobby
NC_003278,NC_003278_Citexvirus phiCTX
NC_049453,NC_049453_Dagavirus ST13OXA48phi121
NC_009236,NC_009236_Duodecimduovirus phiE122
NC_070911,NC_070911_Eganvirus BIS20
NC_047833,NC_047833_Eganvirus EtG
NC_001317,NC_001317_Eganvirus ev186
NC_005340,NC_005340_Eganvirus PsP3
NC_029003,NC_029003_Eganvirus SEN1
NC_049459,NC_049459_Eganvirus SW9
NC_047818,NC_047818_Elveevirus 4LV2017
NC_019932,NC_019932_Entnonagintavirus ENT90
NC_049392,NC_049392_Evevirus ev239
NC_019488,NC_019488_Felsduovirus RE2010
NC_047753,NC_047753_Felsduovirus SEN8
NC_049454,NC_049454_Gegavirus ST15OXA48phi141
NC_049448,NC_049448_Gegevirus ST437OXA245phi41
NC_049343,NC_049343_Gemsvirus gv5004652
NC_001697,NC_001697_Hpunavirus HP1
NC_003315,NC_003315_Hpunavirus HP2
NC_049460,NC_049460_Irrigatiovirus SI7
NC_008193,NC_008193_Irtavirus F108
NC_049452,NC_049452_Kapieceevirus ST512KPC3phi132
NC_015266,NC_015266_Kayeltresvirus KL3
NC_055722,NC_055722_Kisquattuordecimvirus FLC5
NC_015273,NC_015273_Kisquattuordecimvirus KS14
NC_015265,NC_015265_Kisquinquevirus KS5
NC_003313,NC_003313_Longwoodvirus K139
NC_021343,NC_021343_Nampongvirus ST79
NC_049429,NC_049429_Novemvirus T5282H
NC_070905,NC_070905_Peduovirus DC1
NC_022750,NC_022750_Peduovirus fiAA91ss
NC_021774,NC_021774_Peduovirus FSLSP004
NC_004745,NC_004745_Peduovirus L413C
NC_041848,NC_041848_Peduovirus magyaro
NC_001895,NC_001895_Peduovirus P2
NC_049386,NC_049386_Peduovirus P22H1
NC_049385,NC_049385_Peduovirus P22H4
NC_049390,NC_049390_Peduovirus P24A7b
NC_049387,NC_049387_Peduovirus P24B2
NC_049388,NC_049388_Peduovirus P24C9
NC_049389,NC_049389_Peduovirus P24E6b
NC_028896,NC_028896_Peduovirus pro147
NC_028943,NC_028943_Peduovirus pro483
NC_049457,NC_049457_Peduovirus pv12474III
NC_049461,NC_049461_Peduovirus R18C
NC_070904,NC_070904_Peduovirus SIAC10
NC_070906,NC_070906_Peduovirus SIDE7
NC_005056,NC_005056_Peduovirus Wphi
NC_055844,NC_055844_Peduovirus YPM22
NC_055845,NC_055845_Peduovirus YPM46
NC_055846,NC_055846_Peduovirus YPM50
NC_030940,NC_030940_Phitrevirus phi3
NC_047775,NC_047775_Playavirus SMHB1
NC_049395,NC_049395_Quadragintavirus ev015
NC_049393,NC_049393_Quadragintavirus ev040
NC_049394,NC_049394_Quadragintavirus ev129
NC_047817,NC_047817_Reginaelenavirus rv3LV2017
NC_049450,NC_049450_Reipivirus ST16OXA48phi54
NC_029015,NC_029015_Senquatrovirus SEN4
NC_047854,NC_047854_Seongnamvirus ESSI2
NC_023588,NC_023588_Simpcentumvirus Smp131
NC_009234,NC_009234_Tigrvirus E202
NC_007145,NC_007145_Tigrvirus phi52237
NC_055911,NC_055911_Tigrvirus phiE094
NC_055862,NC_055862_Valbvirus ValB1MD2
NC_049451,NC_049451_Vimunumvirus ST147VIM1phi71
NC_027368,NC_027368_Vulnificusvirus PV94
NC_049342,NC_049342_Wadgaonvirus wv5004651
NC_026014,NC_026014_Xuanwuvirus P88
NC_049391,NC_049391_Xuanwuvirus P884B11
NC_049341,NC_049341_Xuanwuvirus xv503458
NC_049344,NC_049344_Xuanwuvirus xv520873
NC_049477,NC_049477_Yongunavirus yong1
NC_021796,NC_021796_Callevirus phi38una
NC_028676,NC_028676_Emnonavirus phiM9
NC_055841,NC_055841_Heverleevirus OLIVR5
NC_025429,NC_025429_Innesvirus P10VF
NC_070889,NC_070889_Innesvirus RL2RES
NC_074642,NC_074642_Flagovirus limi
NC_047813,NC_047813_Andhravirus andhra
NC_070879,NC_070879_Andhravirus besep3
NC_047814,NC_047814_Andhravirus St134
NC_047919,NC_047919_Rosenblumvirus AGO13
NC_031046,NC_031046_Rosenblumvirus BP39
NC_048159,NC_048159_Rosenblumvirus CSA13
NC_055906,NC_055906_Rosenblumvirus EBHT
NC_023550,NC_023550_Rosenblumvirus GRCS
NC_055916,NC_055916_Rosenblumvirus LSA2366
NC_048107,NC_048107_Rosenblumvirus pabna
NC_055814,NC_055814_Rosenblumvirus portland
NC_047855,NC_047855_Rosenblumvirus PSa3
NC_007046,NC_007046_Rosenblumvirus rv66
NC_004678,NC_004678_Rosenblumvirus rv44AHJD
NC_016565,NC_016565_Rosenblumvirus S241
NC_055802,NC_055802_Rosenblumvirus SA46CL1
NC_009875,NC_009875_Rosenblumvirus SAP2
NC_047788,NC_047788_Rosenblumvirus SCH1
NC_031008,NC_031008_Rosenblumvirus SLPW
NC_055866,NC_055866_Copernicusvirus AE417
NC_049932,NC_049932_Copernicusvirus Ef62
NC_049933,NC_049933_Copernicusvirus Ef63
NC_049934,NC_049934_Copernicusvirus Ef72
NC_049939,NC_049939_Copernicusvirus Ef73
NC_049940,NC_049940_Copernicusvirus Ef74
NC_025467,NC_025467_Copernicusvirus Efae230P4
NC_049938,NC_049938_Copernicusvirus Efmus1
NC_049936,NC_049936_Copernicusvirus Efmus3
NC_049935,NC_049935_Copernicusvirus Efmus4
NC_049937,NC_049937_Copernicusvirus Idefix
NC_028693,NC_028693_Copernicusvirus IME195
NC_049931,NC_049931_Minhovirus IME199
NC_049930,NC_049930_Minhovirus zip
NC_004814,NC_004814_Fischettivirus C1
NC_024149,NC_024149_Negarvirus WP2
NC_024358,NC_024358_Kozyakovvirus A4L
NC_008367,NC_008367_Wumpquatrovirus WMP4
NC_022751,NC_022751_Wumptrevirus PP
NC_009551,NC_009551_Wumptrevirus WMP3
NC_055905,NC_055905_Claudivirus baseballfield
NC_049966,NC_049966_Claudivirus Goe4
NC_049963,NC_049963_Claudivirus juan
NC_049964,NC_049964_Claudivirus konjotrouble
NC_049959,NC_049959_Claudivirus QCM11
NC_049962,NC_049962_Claudivirus serpounce
NC_031032,NC_031032_Claudivirus stitch
NC_055914,NC_055914_Claudivirus thornton
NC_049967,NC_049967_Hemphillvirus DK1
NC_049968,NC_049968_Hemphillvirus DK2
NC_049969,NC_049969_Hemphillvirus DK3
NC_021336,NC_021336_Klosterneuburgvirus MGB1
NC_004165,NC_004165_Beecentumtrevirus B103
NC_049975,NC_049975_Beecentumtrevirus Goe1
NC_049976,NC_049976_Beecentumtrevirus Nf
NC_049965,NC_049965_Salasvirus Goe6
NC_049974,NC_049974_Salasvirus Gxv1
NC_011048,NC_011048_Salasvirus phi29
NC_001423,NC_001423_Salasvirus PZA
NC_002649,NC_002649_Gaunavirus GA1
NC_049973,NC_049973_Gaunavirus SRT01hs
NC_049970,NC_049970_Karezivirus karezi
NC_049971,NC_049971_Bundooravirus PumA1
NC_049972,NC_049972_Bundooravirus PumA2
NC_049961,NC_049961_Harambevirus beachbum
NC_049960,NC_049960_Harambevirus harambe
NC_055908,NC_055908_Huangshavirus dlcuna
NC_028789,NC_028789_Mingyongvirus VMY22
NC_021340,NC_021340_Halohivirus suolae
NC_021319,NC_021319_Samsavirus crystalli
NC_008720,NC_008720_Enquatrovirus N4
NC_024786,NC_024786_Gamaleyavirus APEC5
NC_024790,NC_024790_Gamaleyavirus APEC7
NC_024142,NC_024142_Gamaleyavirus Bp4
NC_041906,NC_041906_Gamaleyavirus EC1UPM
NC_018854,NC_018854_Gamaleyavirus ECBP1
NC_015933,NC_015933_Gamaleyavirus G7C
NC_019423,NC_019423_Gamaleyavirus IME11
NC_070871,NC_070871_Gamaleyavirus Pgn8291
NC_023589,NC_023589_Gamaleyavirus Sb1
NC_048700,NC_048700_Kaypoctavirus KP8
NC_070850,NC_070850_Moovirus moo
NC_023579,NC_023579_Johnsonvirus Ea92
NC_031062,NC_031062_Johnsonvirus frozen
NC_049510,NC_049510_Yonginvirus EaP8
NC_020849,NC_020849_Matsuvirus pYD6A
NC_020848,NC_020848_Stoningtonvirus VBP47
NC_021772,NC_021772_Ithacavirus SP058
NC_021782,NC_021782_Ithacavirus SP076
NC_027381,NC_027381_Pollockvirus pollock
NC_049467,NC_049467_Pylasvirus KpCHEMY26
NC_049444,NC_049444_Pylasvirus pylas
NC_024140,NC_024140_Litunavirus Ab09
NC_013692,NC_013692_Litunavirus LIT1
NC_031104,NC_031104_Litunavirus Mag4
NC_041907,NC_041907_Litunavirus PA26
NC_027388,NC_027388_Litunavirus Yh6
NC_029017,NC_029017_Luzseptimavirus KPP21
NC_013691,NC_013691_Luzseptimavirus LUZ7
NC_049431,NC_049431_Dorisvirus 49B3
NC_049379,NC_049379_Galateavirus PVA5
NC_049430,NC_049430_Nahantvirus 49C7
NC_049372,NC_049372_Aoqinvirus RD1410W101
NC_012696,NC_012696_Aorunvirus EE36phi1
NC_049435,NC_049435_Aorunvirus V12
NC_024367,NC_024367_Baltimorevirus DFL12
NC_049345,NC_049345_Plymouthvirus RPP1
NC_049436,NC_049436_Pomeroyivirus V13
NC_020862,NC_020862_Raunefjordenvirus CB2047B
NC_049371,NC_049371_Sanyabayvirus DS1410Ws06
NC_028908,NC_028908_Dongdastvirus Axp3
NC_054967,NC_054967_Dongdastvirus Axy04
NC_054968,NC_054968_Dongdastvirus Axy12
NC_054969,NC_054969_Dongdastvirus Axy24
NC_054970,NC_054970_Inbricusvirus inbricus
NC_023556,NC_023556_Jwalphavirus jwalpha
NC_054971,NC_054971_Pourcelvirus Axy10
NC_054972,NC_054972_Pourcelvirus Axy11
NC_048659,NC_048659_Cbunavirus A41
NC_048653,NC_048653_Cbunavirus CB1
NC_048654,NC_048654_Cbunavirus CB4
NC_048704,NC_048704_Cbunavirus nepra
NC_027348,NC_027348_Dendoorenvirus RG2014
NC_019485,NC_019485_Eceepunavirus EcP1
NC_055919,NC_055919_Efbeekayvirus P184
