METADATA

SEPARATOR COMMA
FIELD_LABELS,Order,Family,Subfamily,Genus
NC_051633,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_12
NC_051685,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_11
NC_028654,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_12
NC_051661,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_026595,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_051684,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_051653,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_051687,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_051648,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_10
NC_051675,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_10
NC_051663,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_10
NC_051638,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_7
NC_051717,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_7
NC_051713,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_7
NC_041986,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_7
NC_051719,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_7
NC_051652,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_7
NC_051683,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_051635,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051711,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051639,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051702,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051678,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051636,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051714,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_041988,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051718,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051691,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_055825,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_023580,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_028842,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_051694,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_2
NC_051696,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_17
NC_042323,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_6
NC_051704,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_051669,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_009820,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_042336,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_014901,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_023728,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_025433,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_051658,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_028946,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_023698,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Avanivirus_1
NC_051724,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Avanivirus_1
NC_048850,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Thetabobvirus
NC_048705,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Thetabobvirus
NC_028792,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_048788,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Thetabobvirus
NC_026588,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_3,Squirtyvirus
NC_051721,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_4,Moomoovirus
NC_051642,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_028889,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_5
NC_051662,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_051705,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_011287,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_051649,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_051651,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_051720,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_021301,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_051716,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_048729,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Thetabobvirus
NC_051703,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_051647,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_16
NC_051656,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_14
NC_055730,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_051693,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_026596,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_041855,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_051654,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_051700,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_051699,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_051637,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_051680,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_3
NC_051679,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_14
NC_026585,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_18
NC_004680,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_15
NC_055787,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_15
NC_051690,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_4
NC_051634,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_042319,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_9
NC_051665,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_9
NC_004686,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Avanivirus_3
NC_051723,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Avanivirus_4
NC_051722,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Avanivirus_2
NC_051641,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_9
NC_051672,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_13
NC_041847,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_13
NC_011288,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_013936,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_028910,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_1,Cheoctovirus_1
NC_042030,Salasmavirales_1,Arbalestviridae,Gracegardnervirinae_2,Avanivirus_2
NC_009812,Khandavirales,Khandaviridae,Trabyvirinae,Jelitavirus
NC_021539,Khandavirales,Khandaviridae,Trabyvirinae,Psavirus
NC_003291,Khandavirales,Khandaviridae,Trabyvirinae,Psavirus
NC_024387,Khandavirales,Khandaviridae,Trabyvirinae,Slepowronvirus
NC_049900,Khandavirales,Khandaviridae,Trabyvirinae,Slepowronvirus
NC_049924,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_1
NC_000924,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_2
NC_004914,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_2
NC_049923,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_2
NC_027984,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_1
NC_049919,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_1
NC_049920,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_1
NC_049921,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_1
NC_041935,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_3
NC_049925,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_3
NC_008464,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_4
NC_025434,Ekuvirales,Ekuviridae,Sepvirinae,Diegovirus
NC_010237,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_1
NC_029120,Ekuvirales,Ekuviridae,Sepvirinae,Diegovirus
NC_028660,Ekuvirales,Ekuviridae,Sepvirinae,Oslovirus
NC_028449,Ekuvirales,Ekuviridae,Sepvirinae,Oslovirus
NC_049918,Ekuvirales,Ekuviridae,Sepvirinae,Oslovirus
NC_028685,Ekuvirales,Ekuviridae,Sepvirinae,Oslovirus
NC_049917,Ekuvirales,Ekuviridae,Sepvirinae,Oslovirus
NC_019442,Ekuvirales,Ekuviridae,Sepvirinae,Oslovirus
NC_049922,Ekuvirales,Ekuviridae,Sepvirinae,Traversvirus_2
NC_070794,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_3
NC_031226,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Baxterfoxvirus_1
NC_031269,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Baxterfoxvirus_1
NC_070796,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Baxterfoxvirus_2
NC_070819,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Baxterfoxvirus_2
NC_070792,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_1
NC_031097,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_1
NC_070795,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_1
NC_031233,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_1
NC_070793,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_1
NC_070788,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_4
NC_070789,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_5
NC_070790,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_2
NC_031061,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_2
NC_070787,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_3
NC_070791,Dunevirales_1,Bombardviridae,Nymbaxtervirinae,Nymphadoravirus_2
NC_052663,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Justusliebigvirus
NC_052657,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Justusliebigvirus
NC_052655,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Justusliebigvirus
NC_052653,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Justusliebigvirus
NC_052652,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Justusliebigvirus
NC_023693,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Justusliebigvirus
NC_052660,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_052659,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_052658,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_020079,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_047994,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_062742,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_052661,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_052656,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_052662,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_052654,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_048196,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_047770,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_047776,Kilijvirales,Kilijviridae,Stephanstirmvirinae,Phapecoctavirus
NC_024390,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Limdunavirus
NC_027987,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Unaquatrovirus
NC_054988,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Unaquatrovirus
NC_024386,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Unaquatrovirus
NC_054986,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Limdunavirus
NC_020880,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Limdunavirus
NC_020870,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Limdunavirus
NC_054987,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Limdunavirus
NC_024385,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Limdunavirus
NC_018273,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Limdunavirus
NC_024388,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Unaquatrovirus
NC_027358,Xiphosvirales,Xiphosviridae,Mccleskeyvirinae,Unaquatrovirus
NC_028776,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_2,Seuratvirus
NC_024146,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_2,Nonagvirus
NC_028997,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_2,Nonagvirus
NC_029028,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_2,Nonagvirus
NC_029021,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_2,Nonagvirus
NC_042025,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_2,Nonagvirus
NC_007806,Bo-Shurikenvirales,Bo-Shurikenviridae,Jondennisvirinae,Septimatrevirus
NC_027378,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_2,Seuratvirus
NC_070971,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_1,Iggyvirus
NC_071019,Bo-Shurikenvirales,Bo-Shurikenviridae,Beaumontvirinae,Bixiavirus
NC_071020,Bo-Shurikenvirales,Bo-Shurikenviridae,Beaumontvirinae,Bixiavirus
NC_071018,Bo-Shurikenvirales,Bo-Shurikenviridae,Beaumontvirinae,Salvavirus
NC_071021,Bo-Shurikenvirales,Bo-Shurikenviridae,Beaumontvirinae,Bixiavirus
NC_017864,Bo-Shurikenvirales,Bo-Shurikenviridae,Jondennisvirinae,Septimatrevirus
NC_018278,Bo-Shurikenvirales,Bo-Shurikenviridae,Jondennisvirinae,Septimatrevirus
NC_041963,Bo-Shurikenvirales,Bo-Shurikenviridae,Jondennisvirinae,Titanvirus
NC_029097,Bo-Shurikenvirales,Bo-Shurikenviridae,Jondennisvirinae,Titanvirus
NC_042137,Bo-Shurikenvirales,Bo-Shurikenviridae,Jondennisvirinae,Lokivirus
NC_023590,Bo-Shurikenvirales,Bo-Shurikenviridae,Jondennisvirinae,Lokivirus
NC_071017,Bo-Shurikenvirales,Bo-Shurikenviridae,Beaumontvirinae,Salvavirus
NC_048878,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_1,Amoyvirus
NC_070970,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_1,Iggyvirus
NC_071000,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_1,Craquatrovirus
NC_031058,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_1,Nipunavirus
NC_041953,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_1,Nipunavirus
NC_042120,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_1,Craquatrovirus
NC_071001,Bo-Shurikenvirales,Bo-Shurikenviridae,Queuovirinae_1,Craquatrovirus
NC_024381,Bo-Shurikenvirales,Bo-Shurikenviridae,Jondennisvirinae,Septimatrevirus
NC_022766,Kamavirales,Kamaviridae,Sejongvirinae,Andromedavirus
NC_020478,Kamavirales,Kamaviridae,Sejongvirinae,Andromedavirus
NC_020479,Kamavirales,Kamaviridae,Sejongvirinae,Andromedavirus
NC_020480,Kamavirales,Kamaviridae,Sejongvirinae,Andromedavirus
NC_020477,Kamavirales,Kamaviridae,Sejongvirinae,Andromedavirus
NC_041858,Kamavirales,Kamaviridae,Sejongvirinae,Andromedavirus
NC_022773,Kamavirales,Kamaviridae,Sejongvirinae,Andromedavirus
NC_022765,Kamavirales,Kamaviridae,Sejongvirinae,Andromedavirus
NC_054436,Pungovirales,Tepoztliviridae,Ruthgordonvirinae,Dardanusvirus
NC_030932,Pungovirales,Tepoztliviridae,Ruthgordonvirinae,Gesputvirus
NC_054434,Pungovirales,Tepoztliviridae,Ruthgordonvirinae,Catfishvirus
NC_054435,Pungovirales,Tepoztliviridae,Ruthgordonvirinae,Dardanusvirus
NC_054437,Pungovirales,Tepoztliviridae,Ruthgordonvirinae,Vendettavirus
NC_030911,Pungovirales,Tepoztliviridae,Ruthgordonvirinae,Vendettavirus
NC_054438,Pungovirales,Tepoztliviridae,Ruthgordonvirinae,Vendettavirus
NC_048083,Dunevirales_1,Onoviridae,Langleyhallvirinae,Getalongvirus_1
NC_048146,Dunevirales_1,Onoviridae,Langleyhallvirinae,Getalongvirus_1
NC_048018,Dunevirales_1,Onoviridae,Langleyhallvirinae,Apricotvirus
NC_048039,Dunevirales_1,Onoviridae,Langleyhallvirinae,Horusvirus
NC_048040,Dunevirales_1,Onoviridae,Langleyhallvirinae,Horusvirus
NC_047891,Dunevirales_1,Onoviridae,Langleyhallvirinae,Getalongvirus_2
NC_048141,Dunevirales_1,Onoviridae,Langleyhallvirinae,Getalongvirus_1
NC_048854,Verdandivirales_1,Sodegaramiviridae,Beephvirinae,Manuelvirus_2
NC_048684,Verdandivirales_1,Sodegaramiviridae,Beephvirinae,Manuelvirus_1
NC_048686,Verdandivirales_1,Sodegaramiviridae,Beephvirinae,Immanueltrevirus
NC_048685,Verdandivirales_1,Sodegaramiviridae,Beephvirinae,Immanueltrevirus
NC_048706,Verdandivirales_1,Sodegaramiviridae,Beephvirinae,Flowerpowervirus
NC_024354,Bowievirales,Bowieviridae,Vequintavirinae_3,Certrevirus_1
NC_022968,Bowievirales,Bowieviridae,Vequintavirinae_1,Seunavirus
NC_028659,Bowievirales,Bowieviridae,Vequintavirinae_1,Mydovirus
NC_048656,Bowievirales,Bowieviridae,Vequintavirinae_1,Mydovirus
NC_048741,Bowievirales,Bowieviridae,Vequintavirinae_1,Mydovirus
NC_025830,Bowievirales,Bowieviridae,Vequintavirinae_4,Avunavirus
NC_048807,Bowievirales,Bowieviridae,Vequintavirinae_1,Henunavirus
NC_048828,Bowievirales,Bowieviridae,Vequintavirinae_1,Henunavirus
NC_048682,Bowievirales,Bowieviridae,Vequintavirinae_1,Mydovirus
NC_017974,Bowievirales,Bowieviridae,Vequintavirinae_3,Certrevirus_1
NC_048873,Bowievirales,Bowieviridae,Vequintavirinae_1,Mydovirus
NC_041871,Bowievirales,Bowieviridae,Vequintavirinae_2,Vequintavirus_1
NC_027351,Bowievirales,Bowieviridae,Vequintavirinae_1,Seunavirus
NC_016071,Bowievirales,Bowieviridae,Vequintavirinae_1,Seunavirus
NC_028672,Bowievirales,Bowieviridae,Vequintavirinae_3,Certrevirus_1
NC_023717,Bowievirales,Bowieviridae,Vequintavirinae_3,Certrevirus_2
NC_019400,Bowievirales,Bowieviridae,Vequintavirinae_1,Seunavirus
NC_048647,Bowievirales,Bowieviridae,Vequintavirinae_1,Mydovirus
NC_028248,Bowievirales,Bowieviridae,Vequintavirinae_2,Vequintavirus_2
NC_020201,Bowievirales,Bowieviridae,Vequintavirinae_3,Certrevirus_3
NC_011041,Bowievirales,Bowieviridae,Vequintavirinae_2,Vequintavirus_1
NC_022323,Bowievirales,Bowieviridae,Vequintavirinae_2,Vequintavirus_1
NC_041937,Bowievirales,Bowieviridae,Vequintavirinae_2,Vequintavirus_1
NC_019517,Bowievirales,Bowieviridae,Vequintavirinae_2,Vequintavirus_1
NC_041869,Bowievirales,Bowieviridae,Vequintavirinae_2,Vequintavirus_1
NC_024134,Bowievirales,Bowieviridae,Vequintavirinae_2,Vequintavirus_1
NC_054716,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_054717,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_054714,Amentumvirales,Amentumviridae,Ceeclamvirinae_1,Myrnavirus
NC_011273,Amentumvirales,Amentumviridae,Ceeclamvirinae_1,Myrnavirus
NC_054723,Amentumvirales,Amentumviridae,Ceeclamvirinae_1,Puppervirus
NC_054725,Amentumvirales,Amentumviridae,Ceeclamvirinae_1,Puppervirus
NC_054726,Amentumvirales,Amentumviridae,Ceeclamvirinae_1,Finchvirus
NC_041901,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_028986,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_028869,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_021349,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_004687,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_054722,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_054721,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_023696,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_023725,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_041993,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_054715,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_054718,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_067270,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_054719,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_031080,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_054724,Amentumvirales,Amentumviridae,Ceeclamvirinae_1,Finchvirus
NC_054720,Amentumvirales,Amentumviridae,Ceeclamvirinae_2,Bixzunavirus
NC_047861,Hwandovirales,Hwandoviridae,Guarnerosvirinae,Phabquatrovirus
NC_019930,Hwandovirales,Hwandoviridae,Guarnerosvirinae,Phabquatrovirus
NC_054985,Kakutevirales,Kakuteviridae,Gochnauervirinae_3,Wanderervirus
NC_002321,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_1
NC_021773,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_2
NC_048658,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_2
NC_048711,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_2
NC_004617,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_3
NC_008689,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_3
NC_012784,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_3
NC_002486,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_4
NC_005356,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_2
NC_048636,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_2
NC_048634,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_4
NC_013195,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_5
NC_048635,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_6
NC_008617,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_1
NC_048710,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_1
NC_048713,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_1
NC_048657,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_1
NC_048681,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_1
NC_028775,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_1
NC_023499,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_7
NC_048624,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_3
NC_026016,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_1,Biseptimavirus_3
NC_009761,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_1
NC_048644,Pachyvirales_1,Cannonballviridae,Bronfenbrennervirinae_2,Peeveelvirus_1
NC_028767,Chakramvirales,Chakramviridae,Gochnauervirinae_1,Dragolirvirus
NC_054984,Chakramvirales,Chakramviridae,Gochnauervirinae_1,Dragolirvirus
NC_028746,Chakramvirales,Chakramviridae,Gochnauervirinae_2,Dragolirvirus
NC_022970,Chukonuvirales,Chukonuviridae,Skurskavirinae,Nankokuvirus
NC_022967,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_028882,Chukonuvirales,Chukonuviridae,Skurskavirinae,Nankokuvirus
NC_026587,Chukonuvirales,Chukonuviridae,Skurskavirinae,Nankokuvirus
NC_022986,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
