Order,MRCA,Leaves,Family,Family MRCA,Subfamily,Subfamily MRCA,Genus,Genus MRCA,Family_Names,Family_Source
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_031944,Kyanoviridae,NC_055719_NC_070965_0.606633,Iovirinae,NC_055719_NC_020845_0.638546,Shenzhenivirus,NC_070839_NC_031944_0.792303,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_070964,Kyanoviridae,NC_055719_NC_070965_0.606633,Iovirinae,NC_055719_NC_020845_0.638546,Yellowseavirus,NC_070964,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_021559,Kyanoviridae,NC_055719_NC_070965_0.606633,Iovirinae,NC_055719_NC_020845_0.638546,Ronodorvirus,NC_006884_NC_021559_0.835126,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_070965,Kyanoviridae,NC_055719_NC_070965_0.606633,Ægirvirinae,NC_070959_NC_070965_0.787716,Huanghaivirus,NC_070959_NC_070965_0.787716,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_070959,Kyanoviridae,NC_055719_NC_070965_0.606633,Ægirvirinae,NC_070959_NC_070965_0.787716,Huanghaivirus,NC_070959_NC_070965_0.787716,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_070963,Kyanoviridae,NC_055719_NC_070965_0.606633,Ugaritvirinae,NC_070963,Serangoonvirus,NC_070963,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_031927,Kyanoviridae,NC_055719_NC_070965_0.606633,Kiviuqvirinae,NC_031927_NC_047714_0.678838,Mazuvirus,NC_031927,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_047712,Kyanoviridae,NC_055719_NC_070965_0.606633,Kiviuqvirinae,NC_031927_NC_047714_0.678838,Atlauavirus,NC_047712_NC_047714_0.824742,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_047713,Kyanoviridae,NC_055719_NC_070965_0.606633,Kiviuqvirinae,NC_031927_NC_047714_0.678838,Atlauavirus,NC_047712_NC_047714_0.824742,Kyanoviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_047714,Kyanoviridae,NC_055719_NC_070965_0.606633,Kiviuqvirinae,NC_031927_NC_047714_0.678838,Atlauavirus,NC_047712_NC_047714_0.824742,Kyanoviridae,ICTV VMR40
Mesyanzhinovvirales_1,NC_041921_NC_048687_0.463335,NC_006938,Mesyanzhinovviridae_1,NC_006938_NC_052965_0.568203,Doperevirinae,NC_006938,Keylargovirus,NC_006938,Mesyanzhinovviridae,ICTV VMR40
Mesyanzhinovvirales_2,NC_041921_NC_048687_0.463335,NC_041958,Mesyanzhinovviridae_2,NC_007024_NC_041958_0.569106,Dactylvirinae,NC_071036_NC_041958_0.606097,Xiamenvirus,NC_015466_NC_041958_0.849043,Mesyanzhinovviridae,ICTV VMR40
Mesyanzhinovvirales_2,NC_041921_NC_048687_0.463335,NC_015466,Mesyanzhinovviridae_2,NC_007024_NC_041958_0.569106,Dactylvirinae,NC_071036_NC_041958_0.606097,Xiamenvirus,NC_015466_NC_041958_0.849043,Mesyanzhinovviridae,ICTV VMR40
Mesyanzhinovvirales_2,NC_041921_NC_048687_0.463335,NC_028834,Mesyanzhinovviridae_2,NC_007024_NC_041958_0.569106,Dactylvirinae,NC_071036_NC_041958_0.606097,Steinhofvirus,NC_028768_NC_028834_0.848486,Mesyanzhinovviridae,ICTV VMR40
Mesyanzhinovvirales_2,NC_041921_NC_048687_0.463335,NC_028768,Mesyanzhinovviridae_2,NC_007024_NC_041958_0.569106,Dactylvirinae,NC_071036_NC_041958_0.606097,Steinhofvirus,NC_028768_NC_028834_0.848486,Mesyanzhinovviridae,ICTV VMR40
Mesyanzhinovvirales_2,NC_041921_NC_048687_0.463335,NC_071036,Mesyanzhinovviridae_2,NC_007024_NC_041958_0.569106,Dactylvirinae,NC_071036_NC_041958_0.606097,Axeltriavirus,NC_071036,Mesyanzhinovviridae,ICTV VMR40
Mesyanzhinovvirales_2,NC_041921_NC_048687_0.463335,NC_007024,Mesyanzhinovviridae_2,NC_007024_NC_041958_0.569106,Vlasinavirinae,NC_007024,Alachuavirus,NC_007024,Mesyanzhinovviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_062751,Molycolviridae,NC_062752_NC_062751_0.877948,Magorvirinae,NC_062752_NC_062751_0.877948,Mollyvirus,NC_062752_NC_062751_0.877948,Molycolviridae,ICTV VMR40
Pantevenvirales,NC_000866_NC_041884_0.464944,NC_062752,Molycolviridae,NC_062752_NC_062751_0.877948,Magorvirinae,NC_062752_NC_062751_0.877948,Mollyvirus,NC_062752_NC_062751_0.877948,Molycolviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_070767,Orlajensenviridae,NC_052940_NC_028692_0.553584,Farbautivirinae,NC_070767_NC_070766_0.715671,Adaiavirus,NC_070767_NC_070766_0.715671,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_070766,Orlajensenviridae,NC_052940_NC_028692_0.553584,Farbautivirinae,NC_070767_NC_070766_0.715671,Adaiavirus,NC_070767_NC_070766_0.715671,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_030912,Orlajensenviridae,NC_052940_NC_028692_0.553584,Julietvirinae,NC_070994_NC_028692_0.647341,Grutrevirus,NC_070994_NC_030912_0.815642,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_070996,Orlajensenviridae,NC_052940_NC_028692_0.553584,Julietvirinae,NC_070994_NC_028692_0.647341,Grutrevirus,NC_070994_NC_030912_0.815642,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_030935,Orlajensenviridae,NC_052940_NC_028692_0.553584,Julietvirinae,NC_070994_NC_028692_0.647341,Grutrevirus,NC_070994_NC_030912_0.815642,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_030907,Orlajensenviridae,NC_052940_NC_028692_0.553584,Julietvirinae,NC_070994_NC_028692_0.647341,Grutrevirus,NC_070994_NC_030912_0.815642,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_070994,Orlajensenviridae,NC_052940_NC_028692_0.553584,Julietvirinae,NC_070994_NC_028692_0.647341,Grutrevirus,NC_070994_NC_030912_0.815642,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_028692,Orlajensenviridae,NC_052940_NC_028692_0.553584,Julietvirinae,NC_070994_NC_028692_0.647341,Decurrovirus,NC_028692,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_070995,Orlajensenviridae,NC_052940_NC_028692_0.553584,Julietvirinae,NC_070994_NC_028692_0.647341,Emperorvirus,NC_070995_NC_070997_0.813425,Orlajensenviridae,ICTV VMR40
Orlajensenvirales,NC_001629_NC_028692_0.467679,NC_070997,Orlajensenviridae,NC_052940_NC_028692_0.553584,Julietvirinae,NC_070994_NC_028692_0.647341,Emperorvirus,NC_070995_NC_070997_0.813425,Orlajensenviridae,ICTV VMR40
Pilumvirales,NC_062744_NC_062743_0.470551,NC_062744,Pachyviridae_1,NC_062744_NC_021803_0.442727,Thestiasvirinae,NC_062744_NC_062743_0.470551,Callevirus,NC_062744_NC_021796_0.847322,Pachyviridae,ICTV VMR40
Pilumvirales,NC_062744_NC_062743_0.470551,NC_021796,Pachyviridae_1,NC_062744_NC_021803_0.442727,Thestiasvirinae,NC_062744_NC_062743_0.470551,Callevirus,NC_062744_NC_021796_0.847322,Pachyviridae,ICTV VMR40
Pilumvirales,NC_062744_NC_062743_0.470551,NC_055852,Pachyviridae_1,NC_062744_NC_021803_0.442727,Thestiasvirinae,NC_062744_NC_062743_0.470551,Elemovirus,NC_055852_NC_062743_0.78432,Pachyviridae,ICTV VMR40
Pilumvirales,NC_062744_NC_062743_0.470551,NC_055853,Pachyviridae_1,NC_062744_NC_021803_0.442727,Thestiasvirinae,NC_062744_NC_062743_0.470551,Elemovirus,NC_055852_NC_062743_0.78432,Pachyviridae,ICTV VMR40
Pilumvirales,NC_062744_NC_062743_0.470551,NC_055854,Pachyviridae_1,NC_062744_NC_021803_0.442727,Thestiasvirinae,NC_062744_NC_062743_0.470551,Elemovirus,NC_055852_NC_062743_0.78432,Pachyviridae,ICTV VMR40
Pilumvirales,NC_062744_NC_062743_0.470551,NC_062741,Pachyviridae_1,NC_062744_NC_021803_0.442727,Thestiasvirinae,NC_062744_NC_062743_0.470551,Elemovirus,NC_055852_NC_062743_0.78432,Pachyviridae,ICTV VMR40
Pilumvirales,NC_062744_NC_062743_0.470551,NC_055855,Pachyviridae_1,NC_062744_NC_021803_0.442727,Thestiasvirinae,NC_062744_NC_062743_0.470551,Elemovirus,NC_055852_NC_062743_0.78432,Pachyviridae,ICTV VMR40
Pilumvirales,NC_062744_NC_062743_0.470551,NC_062743,Pachyviridae_1,NC_062744_NC_021803_0.442727,Thestiasvirinae,NC_062744_NC_062743_0.470551,Elemovirus,NC_055852_NC_062743_0.78432,Pachyviridae,ICTV VMR40
Pachyvirales_1,NC_021789_NC_021803_0.694051,NC_021794,Pachyviridae_1,NC_062744_NC_021803_0.442727,Margaretvirinae,NC_021789_NC_021803_0.694051,Baltivirus_1,NC_021792_NC_021803_0.815996,Pachyviridae,ICTV VMR40
Pachyvirales_1,NC_021789_NC_021803_0.694051,NC_021803,Pachyviridae_1,NC_062744_NC_021803_0.442727,Margaretvirinae,NC_021789_NC_021803_0.694051,Baltivirus_1,NC_021792_NC_021803_0.815996,Pachyviridae,ICTV VMR40
Pachyvirales_1,NC_021789_NC_021803_0.694051,NC_021789,Pachyviridae_1,NC_062744_NC_021803_0.442727,Margaretvirinae,NC_021789_NC_021803_0.694051,Baltivirus_2,NC_021789,Pachyviridae,ICTV VMR40
Pachyvirales_1,NC_021789_NC_021803_0.694051,NC_021792,Pachyviridae_1,NC_062744_NC_021803_0.442727,Margaretvirinae,NC_021789_NC_021803_0.694051,Baltivirus_1,NC_021792_NC_021803_0.815996,Pachyviridae,ICTV VMR40
Pachyvirales_2,NC_006552_NC_062747_0.481915,NC_062747,Pachyviridae_2,NC_006552_NC_062747_0.481915,Albmivirinae,NC_062747,Hollowayvirus,NC_006552_NC_062747_0.481915,Pachyviridae,ICTV VMR40
Pachyvirales_2,NC_006552_NC_062747_0.481915,NC_042342,Pachyviridae_2,NC_006552_NC_062747_0.481915,Megaclitevirinae,NC_006552_NC_042342_0.69945,Hollowayvirus,NC_006552_NC_062747_0.481915,Pachyviridae,ICTV VMR40
Pachyvirales_2,NC_006552_NC_062747_0.481915,NC_006552,Pachyviridae_2,NC_006552_NC_062747_0.481915,Megaclitevirinae,NC_006552_NC_042342_0.69945,Hollowayvirus,NC_006552_NC_062747_0.481915,Pachyviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049386,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_005056,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_004745,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_001895,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049453,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Elveevirus,NC_019488_NC_049453_0.819606,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049454,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Elveevirus,NC_019488_NC_049453_0.819606,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070909,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Elveevirus,NC_019488_NC_049453_0.819606,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_047818,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Elveevirus,NC_019488_NC_049453_0.819606,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049448,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Elveevirus,NC_019488_NC_049453_0.819606,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049452,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Elveevirus,NC_019488_NC_049453_0.819606,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_047753,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Elveevirus,NC_019488_NC_049453_0.819606,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_019488,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Elveevirus,NC_019488_NC_049453_0.819606,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_019932,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070915,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070914,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070918,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049459,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_029003,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_005340,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_047833,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_055911,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Tigrvirus,NC_007145_NC_047752_0.772166,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070911,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_001317,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049389,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070916,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Eganvirus,NC_001317_NC_070916_0.771718,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070904,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_015265,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Tigrvirus,NC_007145_NC_047752_0.772166,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049387,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070912,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Tigrvirus,NC_007145_NC_047752_0.772166,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_009234,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Tigrvirus,NC_007145_NC_047752_0.772166,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_007145,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Tigrvirus,NC_007145_NC_047752_0.772166,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_023588,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Piscesmortuivirus,NC_070919_NC_023588_0.743885,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070920,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Piscesmortuivirus,NC_070919_NC_023588_0.743885,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070919,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Piscesmortuivirus,NC_070919_NC_023588_0.743885,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_055793,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Citexvirus,NC_003278_NC_055793_0.822871,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_048109,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Citexvirus,NC_003278_NC_055793_0.822871,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_047752,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Tigrvirus,NC_007145_NC_047752_0.772166,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_015266,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Aptresvirus,NC_015266_NC_055863_0.782961,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_055863,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Aptresvirus,NC_015266_NC_055863_0.782961,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_009236,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Duodecimduovirus,NC_009236,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_015273,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Kisquattuordecimvirus,NC_015273_NC_055722_0.854856,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070910,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Kisquattuordecimvirus,NC_015273_NC_055722_0.854856,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_055722,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Kisquattuordecimvirus,NC_015273_NC_055722_0.854856,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_009382,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Aresaunavirus,NC_009382_NC_049432_0.8021,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_003278,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Citexvirus,NC_003278_NC_055793_0.822871,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_025115,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Aresaunavirus,NC_009382_NC_049432_0.8021,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_055729,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Bracchivirus,NC_055729,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070908,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049432,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Aresaunavirus,NC_009382_NC_049432_0.8021,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_021343,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Nampongvirus,NC_021343,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049391,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Xuanwuvirus_2,NC_026014_NC_049391_0.857012,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_008201,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Baylorvirus,NC_008201_NC_047750_0.876128,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070902,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049461,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070905,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049450,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Firavirus,NC_049450_NC_070913_0.776981,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_047817,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Novemvirus,NC_049429_NC_047817_0.817903,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_028896,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049385,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070903,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_055845,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_070906,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_055846,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_055844,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049457,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_049390,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_028943,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
Peduovirales,NC_001317_NC_019519_0.463247,NC_041848,Peduoviridae,NC_001317_NC_009542_0.605414,Titanvirinae,NC_001317_NC_055729_0.656537,Peduovirus,NC_001895_NC_070906_0.830869,Peduoviridae,ICTV VMR40
