Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,Exemplar GenBank Accession Number,Exemplar virus name,Exemplar isolate designation,Host/Source,Change,source_file,Virus name abbreviation,Proposed Rank,GenBank,submission_year,genome_accn
2720.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus donkeykong,E,Mycobacterium phage Donkeykong,,,MN586001,NC_051648,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051648
2721.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus doug,E,Mycobacterium phage Doug,,,MN310544,NC_051649,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051649
2722.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus DRBy19,E,Mycobacterium phage DRBy19,,,MT310893,NC_051650,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051650
2723.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus eish,E,Mycobacterium phage Eish,,,MN585975,NC_051651,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051651
2724.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus eleanorgeorge,E,Mycobacterium phage EleanorGeorge,,,MH669001,NC_051652,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051652
2725.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus emma,E,Mycobacterium phage Emma,,,MF668270,NC_051653,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051653
2726.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus empress,E,Mycobacterium phage Empress,,,KY012363,NC_051654,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051654
2727.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus estave1,E,Mycobacterium phage Estave1,,,KM279937,NC_026585,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_026585
2728.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus fancypants,E,Mycobacterium phage Fancypants,,,MK524503,NC_051656,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051656
2729.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus filuzino,E,Mycobacterium phage Filuzino,,,MK016494,NC_051657,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051657
2730.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus firehouse51,E,Mycobacterium phage Firehouse51,,,MT889374,NC_051658,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051658
2731.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus florinda,E,Mycobacterium phage Florinda,,,KR997930,NC_028889,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028889
2732.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus galactic,E,Mycobacterium phage Galactic,,,MH727548,NC_051661,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051661
2733.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus gandalph,E,Mycobacterium phage Gandalph,,,MT684586,NC_051662,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051662
2734.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus geralt,E,Mycobacterium phage Geralt,,,MF668271,NC_055730,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055730
2735.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus girr,E,Mycobacterium phage Girr,,,MH669003,NC_051663,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051663
2736.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus gorge,E,Mycobacterium phage Gorge,,,MH590602,NC_051664,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051664
2737.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus hades,E,Mycobacterium phage Hades,,,KM101122,NC_026595,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_026595
2738.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus hamulus,E,Mycobacterium phage Hamulus,,,KF024723,NC_022056,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_022056
2739.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus harley,E,Mycobacterium phage Harley,,,MH632119,NC_051665,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051665
2740.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus hlubikazi,E,Mycobacterium phage Hlubikazi,,,MT684601,NC_051668,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051668
2741.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus inventum,E,Mycobacterium phage Inventum,,,KM066034,NC_026596,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_026596
2742.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus joeyjr,E,Mycobacterium phage JoeyJr,,,MH669005,NC_051669,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051669
2743.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus kersh,E,Mycobacterium phage Kersh,,,KX610764,NC_051672,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051672
2744.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus kimberlium,E,Mycobacterium phage Kimberlium,,,KR935214,NC_028792,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028792
2745.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus krakatau,E,Mycobacterium phage Krakatau,,,MH590598,NC_051675,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051675
2746.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus kristaram,E,Mycobacterium phage KristaRAM,,,MH651178,NC_051676,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051676
2747.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus lilmoolah,E,Mycobacterium phage LilMoolah,,,MN586011,NC_055825,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055825
2748.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus lizziana,E,Mycobacterium phage Lizziana,,,MH834617,NC_051678,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051678
2749.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus mahavrat,E,Mycobacterium phage Mahavrat,,,MK967397,NC_051679,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051679
2750.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus mantra,E,Mycobacterium phage Mantra,,,MH590596,NC_051680,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051680
2751.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus mattes,E,Mycobacterium phage Mattes,,,MH155871,NC_051681,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051681
2752.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus melissauren88,E,Mycobacterium phage Melissauren88,,,MH077580,NC_051682,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051682
2753.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus milleniumforce,E,Mycobacterium phage MilleniumForce,,,MH825707,NC_051683,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051683
2754.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus miniondave,E,Mycobacterium phage MinionDave,,,MN369749,NC_051684,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051684
2755.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus minnie,E,Mycobacterium phage Minnie,,,MN369755,NC_051685,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051685
2756.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus moonbeam,E,Mycobacterium phage Moonbeam,,,MT684593,NC_051687,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051687
2757.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus nitzel,E,Mycobacterium phage Nitzel,,,MN310545,NC_051690,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051690
2758.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus nivrat,E,Mycobacterium phage Nivrat,,,MH651183,NC_051691,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051691
2759.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus ochi17,E,Mycobacterium phage Ochi17,,,MK359307,NC_055787,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055787
2760.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus oldben,E,Mycobacterium phage OldBen,,,MG770213,NC_051693,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051693
2761.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus olympiasaint,E,Mycobacterium phage OlympiaSaint,,,MH371120,NC_051694,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051694
2762.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus ovechkin,E,Mycobacterium phage Ovechkin,,,KR824843,NC_028937,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028937
2763.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus owlsT2W,E,Mycobacterium phage OwlsT2W,,,MH051257,NC_051695,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051695
2764.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus phasih,E,Mycobacterium phage Phasih,,,MF919526,NC_051696,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051696
2765.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus phatniss,E,Mycobacterium phage Phatniss,,,KT279576,NC_028844,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028844
2766.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus plumbus,E,Mycobacterium phage Plumbus,,,MW055915,NC_055909,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055909
2767.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus poenanya,E,Mycobacterium phage Poenanya,,,MK305886,NC_051699,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051699
2768.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus polka14,E,Mycobacterium phage Polka14,,,MK875792,NC_051700,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051700
2769.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus poptart,E,Mycobacterium phage PopTart,,,KT281792,NC_028961,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028961
2770.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus priscilla,E,Mycobacterium phage Priscilla,,,MG872841,NC_051702,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051702
2771.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus quickmath,E,Mycobacterium phage QuickMath,,,MH669012,NC_051703,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051703
2772.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus ritaG,E,Mycobacterium phage RitaG,,,MF668281,NC_051704,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051704
2773.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus royals2015,E,Mycobacterium phage Royals2015,,,MT897904,NC_051705,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051705
2774.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus saal,E,Mycobacterium phage Saal,,,KJ025956,NC_023580,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023580
2775.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus sandalphon,E,Mycobacterium phage Sandalphon,,,MH371123,NC_051706,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051706
2776.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus sisi,E,Mycobacterium phage SiSi,,,KC661278,NC_021301,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_021301
2777.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus sparkdehlily,E,Mycobacterium phage Sparkdehlily,,,KT895280,NC_028654,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028654
2778.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus spikelee,E,Mycobacterium phage Spikelee,,,MH669014,NC_051710,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051710
2779.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus spoonbill,E,Mycobacterium phage Spoonbill,,,MF190168,NC_051711,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051711
2780.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus supergrey,E,Mycobacterium phage SuperGrey,,,KX808131,NC_051713,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051713
2781.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus swagpigglett,E,Mycobacterium phage SwagPigglett,,,MK494110,NC_051714,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051714
2782.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus veteran,E,Mycobacterium phage Veteran,,,MT114164,NC_051716,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051716
2783.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus wachhund,E,Mycobacterium phage Wachhund,,,MF668287,NC_051717,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051717
2784.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus whouxphf,E,Mycobacterium phage Whouxphf,,,MK016504,NC_051718,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051718
2785.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus willsterrel,E,Mycobacterium phage WillSterrel,,,KX576644,NC_051719,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051719
2786.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus xfactor,E,Mycobacterium phage XFactor,,,KT281795,NC_028910,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028910
2787.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus zerg,E,Mycobacterium phage Zerg,,,MK112556,NC_051720,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_051720
2788.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Ardmore,E,Mycobacterium phage Ardmore,,,GU060500,NC_013936,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_013936
2789.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Boomer,E,Mycobacterium phage Boomer,,,EU816590,NC_011054,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_011054
2791.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus DeadP,E,Mycobacterium phage DeadP,,,JN698996,NC_023728,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023728
2792.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Dlane,E,Mycobacterium phage Dlane,,,JF937093,NC_042317,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042317
2793.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Dorothy,E,Mycobacterium phage Dorothy,,,JX411620,NC_041855,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041855
2794.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus DotProduct,E,Mycobacterium phage DotProduct,,,JN859129,NC_042336,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042336
2795.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Drago,E,Mycobacterium phage Drago,,,JN542517,NC_023721,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023721
2796.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Fruitloop,E,Mycobacterium phage Fruitloop,,,FJ174690,NC_011288,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_011288
2797.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus GUmbie,E,Mycobacterium phage GUmbie,,,JN398368,NC_023746,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023746
2798.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Ibhubesi,E,Mycobacterium phage Ibhubesi,,,JF937098,NC_042319,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042319
2799.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Llij,E,Mycobacterium phage Llij,,,DQ398045,NC_008196,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_008196
2800.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Mozy,E,Mycobacterium phage Mozy,,,JF937102,NC_042323,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042323
2801.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Mutaforma13,E,Mycobacterium phage Mutaforma13,,,JN020142,NC_041847,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041847
2802.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Pacc40,E,Mycobacterium phage Pacc40,,,FJ174692,NC_011287,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_011287
2803.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus PMC,E,Mycobacterium phage PMC,,,DQ398050,NC_008205,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_008205
2804.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Ramsey,E,Mycobacterium phage Ramsey,,,FJ174693,NC_011289,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_011289
2805.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus RockyHorror,E,Mycobacterium phage RockyHorror,,,JF704117,NC_042315,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_042315
2806.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus SG4,E,Mycobacterium phage SG4,,,JN699012,NC_023699,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023699
2807.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Shauna1,E,Mycobacterium phage Shauna1,,,JN020141,NC_041989,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041989
2808.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Shilan,E,Mycobacterium phage ShiLan,,,JN020143,NC_041988,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041988
2809.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Spartacus,E,Mycobacterium phage Spartacus,,,JQ300538,NC_041986,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041986
2810.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Taj,E,Mycobacterium phage Taj,,,JX121091,NC_025433,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_025433
2811.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Tweety,E,Mycobacterium phage Tweety,,,EF536069,NC_009820,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_009820
2812.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Mycobacterium virus Wee,E,Mycobacterium phage Wee,,,HQ728524,NC_014901,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_014901
2813.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cornievirus,,Mycobacterium virus Cornie,E,Mycobacterium phage Cornie,,,MN908688,NC_048850,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048850
