METADATA
SEPARATOR COMMA
FIELD_LABELS,RED_scores
NC_070692|NC_070696,0.918279
NC_070692,1.000000
NC_070696,1.000000
NC_070703|NC_070680,0.895165
NC_070703|NC_070698,0.927079
NC_070703,1.000000
NC_070700|NC_070698,0.943215
NC_070700,1.000000
NC_070698,1.000000
NC_070680,1.000000
NC_070704,1.000000
NC_070714,1.000000
NC_070661|NC_070668,0.826150
NC_070661|NC_070726,0.863356
NC_070661,1.000000
NC_070726,1.000000
NC_070667|NC_070668,0.845744
NC_070667,1.000000
NC_070668,1.000000
NC_070685|NC_070720,0.832035
NC_070685|NC_070684,0.928360
NC_070685,1.000000
NC_070684,1.000000
NC_070720,1.000000
NC_070673,1.000000
NC_002185|NC_070672,0.754804
NC_002185|NC_070679,0.781009
NC_002185|NC_070687,0.794377
NC_002185|NC_070682,0.810516
NC_002185|NC_070719,0.829039
NC_002185,1.000000
NC_070717|NC_070719,0.906190
NC_070717,1.000000
NC_070719,1.000000
NC_070678|NC_070682,0.838039
NC_070678|NC_070676,0.846614
NC_070678,1.000000
NC_070662|NC_070676,0.859544
NC_070662|NC_070690,0.876062
NC_070662,1.000000
NC_070690,1.000000
NC_070676,1.000000
NC_070682,1.000000
NC_070675|NC_070687,0.804461
NC_070675|NC_070718,0.816560
NC_070675|NC_070660,0.821901
NC_070675|NC_070664,0.883780
NC_070675|NC_070686,0.904104
NC_070675,1.000000
NC_070686,1.000000
NC_070664,1.000000
NC_070710|NC_070660,0.846500
NC_070710|NC_070669,0.886877
NC_070710|NC_070683,0.901654
NC_070710|NC_070663,0.913263
NC_070710|NC_070712,0.926322
NC_070710,1.000000
NC_070711|NC_070712,0.974783
NC_070711,1.000000
NC_070712,1.000000
NC_070663,1.000000
NC_070653|NC_070683,0.926196
NC_070653,1.000000
NC_070683,1.000000
NC_070674|NC_070669,0.914871
NC_070674,1.000000
NC_070669,1.000000
NC_070725|NC_070660,0.853072
NC_070725|NC_070693,0.874501
NC_070725,1.000000
NC_070693,1.000000
NC_070671|NC_070660,0.868805
NC_070671,1.000000
NC_070660,1.000000
NC_070718,1.000000
NC_013645|NC_070687,0.828003
NC_013645|NC_070681,0.852295
NC_013645,1.000000
NC_070702|NC_070681,0.875785
NC_070702,1.000000
NC_070688|NC_070681,0.886513
NC_070688,1.000000
NC_070681,1.000000
NC_070654|NC_070687,0.905125
NC_070654|NC_070655,0.949097
NC_070654,1.000000
NC_070655,1.000000
NC_070687,1.000000
NC_070713|NC_070679,0.809374
NC_070713,1.000000
NC_070679,1.000000
NC_070672,1.000000
NC_002214|NC_070901,0.579499
NC_002214|NC_071060,0.597146
NC_002214|NC_071086,0.652508
NC_002214|NC_071063,0.718373
NC_002214|NC_071068,0.745914
NC_002214,1.000000
NC_004303|NC_071068,0.780270
NC_004303|NC_022776,0.821949
NC_004303,1.000000
NC_022776,1.000000
NC_007019|NC_071068,0.804625
NC_007019|NC_071085,0.828184
NC_007019|NC_071080,0.860131
NC_007019|NC_010353,0.899590
NC_007019,1.000000
NC_010353,1.000000
NC_071084|NC_071080,0.889429
NC_071084,1.000000
NC_071080,1.000000
NC_071076|NC_071085,0.837776
NC_071076|NC_071082,0.900436
NC_071076|NC_071077,0.915604
NC_071076|NC_071078,0.933569
NC_071076,1.000000
NC_071078,1.000000
NC_071077,1.000000
NC_071082,1.000000
NC_071074|NC_071085,0.852120
NC_071074|NC_071071,0.878831
NC_071074,1.000000
NC_071071,1.000000
NC_071081|NC_071085,0.891952
NC_071081|NC_071083,0.933755
NC_071081,1.000000
NC_071083,1.000000
NC_071085,1.000000
NC_013598|NC_071068,0.816696
NC_013598,1.000000
NC_071068,1.000000
NC_071063,1.000000
NC_071066|NC_071086,0.702245
NC_071066|NC_071062,0.732794
NC_071066|NC_071072,0.767163
NC_071066|NC_071064,0.777138
NC_071066|NC_071073,0.828945
NC_071066|NC_071069,0.836829
NC_071066|NC_071067,0.900966
NC_071066,1.000000
NC_071067,1.000000
NC_071070|NC_071069,0.950194
NC_071070,1.000000
NC_071069,1.000000
NC_071079|NC_071073,0.846450
NC_071079|NC_071075,0.894355
NC_071079,1.000000
NC_071075,1.000000
NC_071073,1.000000
NC_020197|NC_071064,0.789438
NC_020197|NC_071061,0.815241
NC_020197,1.000000
NC_071061,1.000000
NC_071065|NC_071064,0.847077
NC_071065,1.000000
NC_071064,1.000000
NC_071072,1.000000
NC_071062,1.000000
NC_023503|NC_071086,0.770290
NC_023503,1.000000
NC_071086,1.000000
NC_012753|NC_071060,0.676633
NC_012753,1.000000
NC_071056|NC_071060,0.740968
NC_071056|NC_071059,0.810407
NC_071056|NC_071051,0.843242
NC_071056|NC_071054,0.881685
NC_071056,1.000000
NC_071054,1.000000
NC_071057|NC_071051,0.855896
NC_071057|NC_071053,0.891348
NC_071057,1.000000
NC_071053,1.000000
NC_071052|NC_071051,0.902547
NC_071052|NC_071055,0.935844
NC_071052,1.000000
NC_071055,1.000000
NC_071051,1.000000
NC_071059,1.000000
NC_071058|NC_071060,0.766730
NC_071058,1.000000
NC_071060,1.000000
NC_070898|NC_070901,0.730269
NC_070898|NC_031023,0.801372
NC_070898|NC_070899,0.900872
NC_070898|NC_031094,0.913341
NC_070898,1.000000
NC_031069|NC_031094,0.938078
NC_031069,1.000000
NC_031094,1.000000
NC_070899,1.000000
NC_070900|NC_031023,0.846297
NC_070900,1.000000
NC_031023,1.000000
NC_070901,1.000000
NC_004112|NC_028911,0.487650
NC_004112|NC_007501,0.569964
NC_004112|NC_022757,0.656347
NC_004112,1.000000
NC_011104|NC_022757,0.674247
NC_011104|NC_048737,0.818163
NC_011104,1.000000
NC_048737,1.000000
NC_022756|NC_022757,0.871125
NC_022756|NC_048680,0.894232
NC_022756,1.000000
NC_048680,1.000000
NC_022757,1.000000
NC_005893|NC_007501,0.672944
NC_005893|NC_048625,0.723385
NC_005893,1.000000
NC_048625,1.000000
NC_007501,1.000000
NC_006936|NC_028911,0.521685
NC_006936|NC_019916,0.782779
NC_006936,1.000000
NC_016161|NC_019916,0.895582
NC_016161,1.000000
NC_019916,1.000000
NC_028783|NC_028911,0.644788
NC_028783|NC_031125,0.943176
NC_028783,1.000000
NC_031125,1.000000
NC_028835|NC_028911,0.776266
NC_028835|NC_028888,0.830013
NC_028835,1.000000
NC_028888,1.000000
NC_028911,1.000000
NC_013643|NC_049812,0.463192
NC_013643|NC_013648,0.682885
NC_013643|NC_013646,0.759427
NC_013643,1.000000
NC_013646,1.000000
NC_013648,1.000000
NC_049809|NC_049812,0.704497
NC_049809,1.000000
NC_021861|NC_049812,0.803698
NC_021861,1.000000
NC_049810|NC_049812,0.865128
NC_049810|NC_049811,0.889273
NC_049810,1.000000
NC_049811,1.000000
NC_049812,1.000000
NC_003291|NC_023595,0.463772
NC_003291|NC_055037,0.502758
NC_003291|NC_024387,0.638121
NC_003291|NC_021539,0.818414
NC_003291,1.000000
NC_021539,1.000000
NC_009812|NC_024387,0.757230
NC_009812,1.000000
NC_049900|NC_024387,0.786556
NC_049900,1.000000
NC_024387,1.000000
NC_056724|NC_055037,0.532340
NC_056724|NC_028830,0.567625
NC_056724,1.000000
NC_031036|NC_028830,0.607336
NC_031036,1.000000
NC_028830,1.000000
NC_008376|NC_055037,0.578562
NC_008376|NC_009737,0.871252
NC_008376,1.000000
NC_009737,1.000000
NC_055037,1.000000
NC_007734|NC_023595,0.485865
NC_007734|NC_054985,0.509204
NC_007734|NC_048631,0.579265
NC_007734|NC_019502,0.640816
NC_007734|NC_048633,0.662563
NC_007734,1.000000
NC_048641|NC_048633,0.758549
NC_048641,1.000000
NC_048633,1.000000
NC_018085|NC_019502,0.763155
NC_018085|NC_023599,0.790789
NC_018085,1.000000
NC_023599,1.000000
NC_019502,1.000000
NC_048631,1.000000
NC_028841|NC_054985,0.525866
NC_028841|NC_028746,0.551078
NC_028841|NC_021865,0.638335
NC_028841,1.000000
NC_048714|NC_021865,0.720102
NC_048714|NC_048689,0.764849
NC_048714|NC_029084,0.782878
NC_048714|NC_048693,0.791522
NC_048714|NC_048691,0.803472
NC_048714|NC_048717,0.871253
NC_048714,1.000000
NC_048717,1.000000
NC_028851|NC_048691,0.860114
NC_028851|NC_048715,0.877783
NC_028851|NC_048716,0.895659
NC_028851,1.000000
NC_048716,1.000000
NC_048715,1.000000
NC_048688|NC_048691,0.885873
NC_048688|NC_048690,0.912215
NC_048688,1.000000
NC_048690,1.000000
NC_048691,1.000000
NC_048718|NC_048693,0.833751
NC_048718,1.000000
NC_048693,1.000000
NC_028758|NC_029084,0.811650
NC_028758,1.000000
NC_028788|NC_029084,0.832993
NC_028788,1.000000
NC_028854|NC_029084,0.869931
NC_028854|NC_048692,0.895887
NC_028854,1.000000
NC_041909|NC_048692,0.913315
NC_041909,1.000000
NC_048692,1.000000
NC_029084,1.000000
NC_048689,1.000000
NC_021865,1.000000
NC_028767|NC_028746,0.590687
NC_028767|NC_054984,0.715058
NC_028767,1.000000
NC_054984,1.000000
NC_028746,1.000000
NC_054985,1.000000
NC_042022|NC_023595,0.756700
NC_042022|NC_031260,0.761292
NC_042022|NC_042126,0.788116
NC_042022|NC_042127,0.836243
NC_042022,1.000000
NC_042127,1.000000
NC_025465|NC_042126,0.797255
NC_025465|NC_028990,0.804583
NC_025465|NC_042023,0.826224
NC_025465|NC_042101,0.828831
NC_025465|NC_042134,0.843685
NC_025465,1.000000
NC_042134,1.000000
NC_042021|NC_042101,0.875001
NC_042021,1.000000
NC_042101,1.000000
NC_042023,1.000000
NC_028990,1.000000
NC_042125|NC_042126,0.847684
NC_042125,1.000000
NC_042126,1.000000
NC_023551|NC_031260,0.782837
NC_023551|NC_031051,0.824154
NC_023551,1.000000
NC_031051,1.000000
NC_031260,1.000000
NC_023595,1.000000
NC_025424|NC_055022,0.447706
NC_025424|NC_041918,0.456314
NC_025424|NC_048701,0.486967
NC_025424|NC_019912,0.559797
NC_025424|NC_029008,0.682001
NC_025424|NC_028748,0.768981
NC_025424,1.000000
NC_028748,1.000000
NC_048628|NC_029008,0.740514
NC_048628,1.000000
NC_029008,1.000000
NC_011645|NC_019912,0.887262
NC_011645,1.000000
NC_019912,1.000000
NC_048651|NC_048701,0.553479
NC_048651,1.000000
NC_048701,1.000000
NC_007917|NC_041918,0.460559
NC_007917|NC_041976,0.500172
NC_007917|NC_028764,0.599933
NC_007917|NC_028996,0.719445
NC_007917,1.000000
NC_028996,1.000000
NC_009231|NC_028764,0.658430
NC_009231|NC_024144,0.704680
NC_009231|NC_028959,0.809030
NC_009231,1.000000
NC_028883|NC_028959,0.825213
NC_028883,1.000000
NC_028959,1.000000
NC_024144,1.000000
NC_011398|NC_028764,0.705542
NC_011398,1.000000
NC_048643|NC_028764,0.746778
NC_048643|NC_048642,0.798368
NC_048643,1.000000
NC_048642,1.000000
NC_019421|NC_028764,0.780288
NC_019421,1.000000
NC_028764,1.000000
NC_022980|NC_041976,0.769861
NC_022980|NC_029029,0.846764
NC_022980,1.000000
NC_029029,1.000000
NC_028969|NC_041976,0.875220
NC_028969,1.000000
NC_041976,1.000000
NC_020883|NC_041918,0.503204
NC_020883,1.000000
NC_041918,1.000000
NC_002321|NC_055022,0.486176
NC_002321|NC_070727,0.515071
NC_002321|NC_007047,0.526743
NC_002321|NC_026016,0.603681
NC_002321|NC_002486,0.669253
NC_002321|NC_012784,0.702622
NC_002321|NC_048711,0.762606
NC_002321|NC_048644,0.808750
NC_002321,1.000000
NC_009761|NC_048644,0.854162
NC_009761,1.000000
NC_048644,1.000000
NC_021773|NC_048711,0.832492
NC_021773|NC_048658,0.882357
NC_021773,1.000000
NC_048658,1.000000
NC_048711,1.000000
NC_004617|NC_012784,0.737027
NC_004617,1.000000
NC_008689|NC_012784,0.763166
NC_008689,1.000000
NC_012784,1.000000
NC_002486,1.000000
NC_005356|NC_026016,0.644358
NC_005356|NC_023499,0.661515
NC_005356|NC_048635,0.700650
NC_005356|NC_013195,0.714532
NC_005356|NC_048634,0.756366
NC_005356|NC_048636,0.777962
NC_005356,1.000000
NC_048636,1.000000
NC_048634,1.000000
NC_013195,1.000000
NC_048635,1.000000
NC_008617|NC_023499,0.744331
NC_008617|NC_028775,0.799820
NC_008617|NC_048681,0.816550
NC_008617|NC_048657,0.845867
NC_008617|NC_048713,0.879161
NC_008617|NC_048710,0.922594
NC_008617,1.000000
NC_048710,1.000000
NC_048713,1.000000
NC_048657,1.000000
NC_048681,1.000000
NC_028775,1.000000
NC_023499,1.000000
NC_048624|NC_026016,0.746526
NC_048624,1.000000
NC_026016,1.000000
NC_002661|NC_007047,0.550910
NC_002661|NC_055041,0.700882
NC_002661|NC_007052,0.746803
NC_002661|NC_055039,0.779456
NC_002661|NC_055046,0.818782
NC_002661,1.000000
NC_055046,1.000000
NC_055039,1.000000
NC_007052,1.000000
NC_004616|NC_055041,0.766358
NC_004616|NC_011344,0.780045
NC_004616|NC_055048,0.790272
NC_004616|NC_021323,0.817742
NC_004616,1.000000
NC_021323,1.000000
NC_055045|NC_055048,0.823381
NC_055045|NC_055049,0.841176
NC_055045|NC_055040,0.871645
NC_055045,1.000000
NC_055040,1.000000
NC_055049,1.000000
NC_055047|NC_055048,0.838251
NC_055047,1.000000
NC_055048,1.000000
NC_007053|NC_011344,0.785703
NC_007053|NC_055044,0.803313
NC_007053|NC_055038,0.830383
NC_007053|NC_007054,0.840818
NC_007053|NC_009762,0.871028
NC_007053|NC_055043,0.905812
NC_007053,1.000000
NC_055043,1.000000
NC_009762,1.000000
NC_007054,1.000000
NC_022758|NC_055038,0.880949
NC_022758,1.000000
NC_055038,1.000000
NC_011612|NC_055044,0.822305
NC_011612,1.000000
NC_055042|NC_055044,0.878562
NC_055042,1.000000
NC_055044,1.000000
NC_011344,1.000000
NC_028862|NC_055041,0.767671
NC_028862,1.000000
NC_055041,1.000000
NC_003288|NC_007047,0.593492
NC_003288|NC_028917,0.602196
NC_003288|NC_054980,0.637122
NC_003288|NC_021332,0.656844
NC_003288|NC_028859,0.671841
NC_003288|NC_023500,0.697255
NC_003288|NC_028915,0.739684
NC_003288|NC_007061,0.768566
NC_003288,1.000000
NC_007059|NC_007061,0.781202
NC_007059,1.000000
NC_007061,1.000000
NC_007065|NC_028915,0.797647
NC_007065,1.000000
NC_028915,1.000000
NC_007060|NC_023500,0.732826
NC_007060|NC_054981,0.743031
NC_007060|NC_030652,0.767025
NC_007060|NC_010147,0.803113
NC_007060,1.000000
NC_010147,1.000000
NC_007062|NC_030652,0.907981
NC_007062,1.000000
NC_030652,1.000000
NC_007063|NC_054981,0.780164
NC_007063|NC_054983,0.805235
NC_007063|NC_007064,0.865725
NC_007063,1.000000
NC_007064,1.000000
NC_054983,1.000000
NC_021863|NC_054981,0.807138
NC_021863,1.000000
NC_054981,1.000000
NC_021326|NC_023500,0.844221
NC_021326,1.000000
NC_023500,1.000000
NC_007058|NC_028859,0.695221
NC_007058|NC_028864,0.795636
NC_007058,1.000000
NC_028669|NC_028864,0.908436
NC_028669,1.000000
NC_028864,1.000000
NC_008799|NC_028859,0.756158
NC_008799|NC_054979,0.838252
NC_008799,1.000000
NC_054979,1.000000
NC_028859,1.000000
NC_007057|NC_021332,0.736052
NC_007057|NC_054982,0.790440
NC_007057,1.000000
NC_054982,1.000000
NC_021332,1.000000
NC_054980,1.000000
NC_028917,1.000000
NC_004615|NC_007047,0.651163
NC_004615|NC_054974,0.679428
NC_004615,1.000000
NC_007048|NC_054974,0.707127
NC_007048|NC_011614,0.735156
NC_007048|NC_014460,0.758595
NC_007048|NC_028913,0.769065
NC_007048,1.000000
NC_007049|NC_028913,0.796243
NC_007049|NC_007050,0.849199
NC_007049|NC_009526,0.958431
NC_007049,1.000000
NC_009526,1.000000
NC_007050,1.000000
NC_008583|NC_028913,0.869404
NC_008583,1.000000
NC_028913,1.000000
NC_008798|NC_014460,0.766270
NC_008798|NC_054975,0.783294
NC_008798|NC_054973,0.823248
NC_008798,1.000000
NC_029010|NC_054973,0.886112
NC_029010,1.000000
NC_054973,1.000000
NC_010808|NC_054975,0.815874
NC_010808,1.000000
NC_054975,1.000000
NC_014460,1.000000
NC_011614,1.000000
NC_054978|NC_054974,0.728199
NC_054978,1.000000
NC_054976|NC_054974,0.824980
NC_054976,1.000000
NC_054977|NC_054974,0.881116
NC_054977,1.000000
NC_054974,1.000000
NC_007047,1.000000
NC_007051|NC_070727,0.558876
NC_007051|NC_048192,0.849332
NC_007051,1.000000
NC_048192,1.000000
NC_070727,1.000000
NC_007055|NC_055022,0.562091
NC_007055|NC_055036,0.599618
NC_007055,1.000000
NC_007056|NC_055036,0.628365
NC_007056,1.000000
NC_008722|NC_055036,0.681328
NC_008722|NC_018281,0.718912
NC_008722|NC_018284,0.753631
NC_008722,1.000000
NC_008723|NC_018284,0.806948
NC_008723|NC_031241,0.876617
NC_008723,1.000000
NC_031241,1.000000
NC_018284,1.000000
NC_018281,1.000000
NC_055036,1.000000
NC_055019|NC_055022,0.804624
NC_055019|NC_055023,0.807535
NC_055019,1.000000
NC_055021|NC_055023,0.849451
NC_055021,1.000000
NC_055023,1.000000
NC_055024|NC_055022,0.836638
NC_055024|NC_055025,0.856925
NC_055024,1.000000
NC_055020|NC_055025,0.873473
NC_055020,1.000000
NC_055025,1.000000
NC_055022,1.000000
NC_048848|NC_031076,0.453337
NC_048848|NC_025420,0.497667
NC_048848,1.000000
NC_019486|NC_025420,0.535397
NC_019486,1.000000
NC_019449|NC_025420,0.825230
NC_019449|NC_025415,0.869735
NC_019449,1.000000
NC_025415,1.000000
NC_022762|NC_025420,0.849532
NC_022762|NC_025421,0.862976
NC_022762,1.000000
NC_025421,1.000000
NC_022989|NC_025420,0.880115
NC_022989,1.000000
NC_025420,1.000000
NC_009603|NC_031076,0.476870
NC_009603|NC_051726,0.498212
NC_009603,1.000000
NC_048782|NC_051726,0.526013
NC_048782,1.000000
NC_024135|NC_051726,0.842346
NC_024135,1.000000
NC_051726,1.000000
NC_041895|NC_031076,0.585843
NC_041895|NC_041892,0.597746
NC_041895|NC_041894,0.743260
NC_041895,1.000000
NC_041891|NC_041894,0.806495
NC_041891,1.000000
NC_041893|NC_041894,0.831478
NC_041893,1.000000
NC_041894,1.000000
NC_041890|NC_041892,0.821470
NC_041890,1.000000
NC_041892,1.000000
NC_031076,1.000000
NC_003050|NC_047792,0.449777
NC_003050|NC_048762,0.462634
NC_003050|NC_047912,0.537000
NC_003050|NC_028697,0.577190
NC_003050|NC_070923,0.762789
NC_003050,1.000000
NC_070926|NC_070923,0.806710
NC_070926|NC_031915,0.826731
NC_070926|NC_070927,0.852451
NC_070926|NC_070930,0.860709
NC_070926|NC_070924,0.871849
NC_070926|NC_070928,0.874904
NC_070926|NC_070925,0.888103
NC_070926,1.000000
NC_070925,1.000000
NC_070928,1.000000
NC_070922|NC_070924,0.891726
NC_070922,1.000000
NC_070924,1.000000
NC_070930,1.000000
NC_070929|NC_070927,0.909823
NC_070929,1.000000
NC_070927,1.000000
NC_022791|NC_031915,0.847356
NC_022791,1.000000
NC_031915,1.000000
NC_070923,1.000000
NC_028697,1.000000
NC_006557|NC_047912,0.623782
NC_006557,1.000000
NC_047912,1.000000
NC_029024|NC_048762,0.525245
NC_029024|NC_011167,0.737652
NC_029024,1.000000
NC_011167,1.000000
NC_048640|NC_048762,0.606505
NC_048640,1.000000
NC_048762,1.000000
NC_048022|NC_047792,0.476864
NC_048022|NC_028958,0.512440
NC_048022,1.000000
NC_015568|NC_028958,0.776104
NC_015568,1.000000
NC_028905|NC_028958,0.816557
NC_028905,1.000000
NC_028958,1.000000
NC_047794|NC_047792,0.693044
NC_047794|NC_048072,0.782869
NC_047794,1.000000
NC_047795|NC_048072,0.846082
NC_047795,1.000000
NC_048072,1.000000
NC_048153|NC_047792,0.831931
NC_048153|NC_047793,0.835147
NC_048153,1.000000
NC_047793,1.000000
NC_047792,1.000000
NC_062749|NC_049805,0.416905
NC_062749|NC_021537,0.429863
NC_062749|NC_048834,0.554985
NC_062749|NC_062750,0.583436
NC_062749,1.000000
NC_062750,1.000000
NC_021867|NC_048834,0.611857
NC_021867|NC_041859,0.810149
NC_021867,1.000000
NC_031911|NC_041859,0.863493
NC_031911,1.000000
NC_031926|NC_041859,0.886356
NC_031926,1.000000
NC_041859,1.000000
NC_048834,1.000000
NC_021319|NC_021537,0.459073
NC_021319|NC_021340,0.668175
NC_021319,1.000000
NC_021340,1.000000
NC_018271|NC_021537,0.491551
NC_018271|NC_018272,0.823183
NC_018271,1.000000
NC_018272,1.000000
NC_008695|NC_021537,0.624745
NC_008695,1.000000
NC_021537,1.000000
NC_001629|NC_049805,0.432108
NC_001629|NC_020489,0.439001
NC_001629|NC_055050,0.450998
NC_001629|NC_028692,0.467679
NC_001629|NC_008364,0.527671
NC_001629|NC_029118,0.557319
NC_001629|NC_055014,0.717896
NC_001629|NC_054993,0.729497
NC_001629|NC_054990,0.805918
NC_001629,1.000000
NC_054990,1.000000
NC_001706|NC_054993,0.761426
NC_001706|NC_031075,0.769567
NC_001706|NC_054992,0.785912
NC_001706|NC_055010,0.812910
NC_001706|NC_055018,0.838409
NC_001706,1.000000
NC_055018,1.000000
NC_054995|NC_055010,0.819095
NC_054995|NC_055007,0.852376
NC_054995|NC_054998,0.897277
NC_054995,1.000000
NC_054998,1.000000
NC_055007,1.000000
NC_055010,1.000000
NC_054992,1.000000
NC_055000|NC_031075,0.783030
NC_055000|NC_055009,0.788924
NC_055000|NC_055003,0.805691
NC_055000|NC_055008,0.840993
NC_055000|NC_055017,0.866205
NC_055000,1.000000
NC_055017,1.000000
NC_055008,1.000000
NC_055012|NC_055003,0.816193
NC_055012|NC_055016,0.849748
NC_055012,1.000000
NC_055016,1.000000
NC_055003,1.000000
NC_055011|NC_055009,0.807531
NC_055011|NC_055015,0.836222
NC_055011|NC_055005,0.872151
NC_055011,1.000000
NC_055005,1.000000
NC_055015,1.000000
NC_054999|NC_055009,0.818876
NC_054999|NC_054997,0.850672
NC_054999|NC_054991,0.875293
NC_054999|NC_055013,0.887105
NC_054999|NC_055002,0.923178
NC_054999,1.000000
NC_055002,1.000000
NC_055013,1.000000
NC_054991,1.000000
NC_055006|NC_054997,0.864897
NC_055006,1.000000
NC_054996|NC_054997,0.933490
NC_054996,1.000000
NC_054997,1.000000
NC_054994|NC_055009,0.851599
NC_054994|NC_055004,0.899407
NC_054994,1.000000
NC_055004,1.000000
NC_055009,1.000000
NC_031009|NC_031075,0.811758
NC_031009|NC_055001,0.842416
NC_031009|NC_031071,0.925133
NC_031009,1.000000
NC_031071,1.000000
NC_055001,1.000000
NC_031075,1.000000
NC_054993,1.000000
NC_055014,1.000000
NC_029118,1.000000
NC_008364,1.000000
NC_052940|NC_028692,0.553584
NC_052940|NC_052941,0.699187
NC_052940|NC_052932,0.737284
NC_052940,1.000000
NC_052937|NC_052932,0.784038
NC_052937,1.000000
NC_052939|NC_052932,0.798069
NC_052939,1.000000
NC_052933|NC_052932,0.824110
NC_052933|NC_052938,0.874123
NC_052933|NC_052935,0.912593
NC_052933|NC_054431,0.954653
NC_052933,1.000000
NC_054431,1.000000
NC_052934|NC_052935,0.971780
NC_052934,1.000000
NC_052935,1.000000
NC_052936|NC_052938,0.913177
NC_052936,1.000000
NC_052938,1.000000
NC_052932,1.000000
NC_052941,1.000000
NC_070767|NC_028692,0.603523
NC_070767|NC_070766,0.715671
NC_070767,1.000000
NC_070766,1.000000
NC_070994|NC_028692,0.647341
NC_070994|NC_070997,0.727009
NC_070994|NC_030912,0.815642
NC_070994|NC_070996,0.842465
NC_070994|NC_030935,0.885127
NC_070994|NC_030907,0.927956
NC_070994,1.000000
NC_030907,1.000000
NC_030935,1.000000
NC_070996,1.000000
NC_030912,1.000000
NC_070995|NC_070997,0.813425
NC_070995,1.000000
NC_070997,1.000000
NC_028692,1.000000
NC_001835|NC_055050,0.634327
NC_001835|NC_049405,0.749282
NC_001835|NC_049415,0.755562
NC_001835|NC_049474,0.760009
NC_001835|NC_049362,0.780478
NC_001835|NC_049400,0.814559
NC_001835|NC_049414,0.853652
NC_001835,1.000000
NC_021854|NC_049414,0.871670
NC_021854,1.000000
NC_049414,1.000000
NC_049400,1.000000
NC_017696|NC_049362,0.786840
NC_017696|NC_017702,0.876814
NC_017696,1.000000
NC_017698|NC_017702,0.892685
NC_017698,1.000000
NC_017702,1.000000
NC_021855|NC_049362,0.794570
NC_021855|NC_049355,0.827845
NC_021855,1.000000
NC_049355,1.000000
NC_028900|NC_049362,0.850373
NC_028900,1.000000
NC_049362,1.000000
NC_001909|NC_049474,0.763098
NC_001909|NC_049475,0.773979
NC_001909|NC_049424,0.795706
NC_001909|NC_049376,0.810198
NC_001909|NC_021853,0.821082
NC_001909|NC_049397,0.836018
NC_001909|NC_008363,0.870467
NC_001909,1.000000
NC_008363,1.000000
NC_011046|NC_049397,0.851930
NC_011046|NC_049404,0.872782
NC_011046|NC_049426,0.920809
NC_011046,1.000000
NC_049425|NC_049426,0.946634
NC_049425,1.000000
NC_049426,1.000000
NC_049404,1.000000
NC_049348|NC_049397,0.870042
NC_049348,1.000000
NC_049397,1.000000
NC_021853,1.000000
NC_049374|NC_049376,0.875050
NC_049374,1.000000
NC_049376,1.000000
NC_049366|NC_049424,0.804420
NC_049366|NC_049447,0.850434
NC_049366,1.000000
NC_049353|NC_049447,0.873295
NC_049353|NC_049446,0.888998
NC_049353|NC_049434,0.906091
NC_049353|NC_049360,0.937082
NC_049353,1.000000
NC_049360,1.000000
NC_049434,1.000000
NC_049446,1.000000
NC_049359|NC_049447,0.891010
NC_049359|NC_049368,0.893239
NC_049359,1.000000
NC_049361|NC_049368,0.906038
NC_049361|NC_049373,0.921727
NC_049361,1.000000
NC_049373,1.000000
NC_049367|NC_049368,0.914833
NC_049367,1.000000
NC_049368,1.000000
NC_049364|NC_049447,0.923407
NC_049364,1.000000
NC_049447,1.000000
NC_049424,1.000000
NC_049349|NC_049475,0.813438
NC_049349,1.000000
NC_049475,1.000000
NC_049408|NC_049474,0.772799
NC_049408|NC_049401,0.778024
NC_049408|NC_049399,0.789802
NC_049408|NC_049476,0.796568
NC_049408|NC_049410,0.819194
NC_049408|NC_049480,0.844392
NC_049408|NC_049485,0.877522
NC_049408,1.000000
NC_049485,1.000000
NC_049480,1.000000
NC_049407|NC_049410,0.873130
NC_049407,1.000000
NC_049410,1.000000
NC_021860|NC_049476,0.828805
NC_021860,1.000000
NC_049417|NC_049476,0.850131
NC_049417,1.000000
NC_049476,1.000000
NC_013152|NC_049399,0.802385
NC_013152|NC_049486,0.809984
NC_013152|NC_049484,0.816549
NC_013152|NC_049375,0.833659
NC_013152|NC_049413,0.851348
NC_013152|NC_013153,0.878194
NC_013152|NC_013155,0.915648
NC_013152,1.000000
NC_013155,1.000000
NC_013153,1.000000
NC_049413,1.000000
NC_049381|NC_049375,0.838113
NC_049381,1.000000
NC_049351|NC_049375,0.868148
NC_049351|NC_049482,0.905112
NC_049351,1.000000
NC_049482,1.000000
NC_049375,1.000000
NC_049403|NC_049484,0.819620
NC_049403|NC_049488,0.844381
NC_049403,1.000000
NC_049346|NC_049488,0.854464
NC_049346|NC_049398,0.870967
NC_049346|NC_049483,0.879614
NC_049346,1.000000
NC_049483,1.000000
NC_049398,1.000000
NC_049488,1.000000
NC_049416|NC_049484,0.828302
NC_049416|NC_049420,0.885637
NC_049416|NC_049423,0.898379
NC_049416|NC_049418,0.929575
NC_049416|NC_049422,0.934064
NC_049416,1.000000
NC_049421|NC_049422,0.942186
NC_049421,1.000000
NC_049422,1.000000
NC_049418,1.000000
NC_049423,1.000000
NC_049419|NC_049420,0.966056
NC_049419,1.000000
NC_049420,1.000000
NC_049354|NC_049484,0.840756
NC_049354|NC_049370,0.871248
